category,fiscal_month,amount,fiscal_year,quarter,month
Prior Year Revenue,7,0.0,2008,3,1
Other Adjustments,7,0.0,2008,3,1
Total Cash Receipts,7,262.9,2008,3,1
Real Estate Tax,8,210.4,2008,3,2
"Wage, Earnings, Net Profits",8,102.3,2008,3,2
Realty Transfer Tax,8,10.2,2008,3,2
Sales Tax,8,13.1,2008,3,2
BIRT,8,4.2,2008,3,2
Other Taxes,8,4.4,2008,3,2
Locally Generated Non-Tax,8,17.6,2008,3,2
Other Governments,8,158.1,2008,3,2
PICA Other Governments,8,0.0,2008,3,2
Interfund Transfers,8,0.5,2008,3,2
Total Current Revenue,8,520.8,2008,3,2
Prior Year Revenue,8,0.0,2008,3,2
Other Adjustments,8,-2.6,2008,3,2
Total Cash Receipts,8,518.2,2008,3,2
Real Estate Tax,9,74.3,2008,3,3
"Wage, Earnings, Net Profits",9,102.7,2008,3,3
Realty Transfer Tax,9,10.1,2008,3,3
Sales Tax,9,10.7,2008,3,3
BIRT,9,26.3,2008,3,3
Other Taxes,9,4.9,2008,3,3
Locally Generated Non-Tax,9,19.0,2008,3,3
Other Governments,9,97.3,2008,3,3
PICA Other Governments,9,38.2,2008,3,3
Interfund Transfers,9,0.5,2008,3,3
Total Current Revenue,9,384.0,2008,3,3
Prior Year Revenue,9,0.0,2008,3,3
Other Adjustments,9,0.0,2008,3,3
Total Cash Receipts,9,384.0,2008,3,3
Real Estate Tax,10,26.8,2008,3,4
"Wage, Earnings, Net Profits",10,103.5,2008,3,4
Realty Transfer Tax,10,18.0,2008,3,4
Sales Tax,10,10.4,2008,3,4
BIRT,10,199.0,2008,3,4
Other Taxes,10,9.5,2008,3,4
Locally Generated Non-Tax,10,19.0,2008,3,4
Other Governments,10,46.4,2008,3,4
PICA Other Governments,10,28.9,2008,3,4
Interfund Transfers,10,0.5,2008,3,4
Total Current Revenue,10,462.0,2008,3,4
Prior Year Revenue,10,0.0,2008,3,4
Other Adjustments,10,2.6,2008,3,4
Total Cash Receipts,10,464.6,2008,3,4
Real Estate Tax,11,2.5,2008,3,5
"Wage, Earnings, Net Profits",11,114.5,2008,3,5
Realty Transfer Tax,11,14.3,2008,3,5
Sales Tax,11,11.7,2008,3,5
BIRT,11,149.2,2008,3,5
Other Taxes,11,5.6,2008,3,5
Locally Generated Non-Tax,11,20.6,2008,3,5
Other Governments,11,35.7,2008,3,5
PICA Other Governments,11,22.6,2008,3,5
Interfund Transfers,11,0.5,2008,3,5
Total Current Revenue,11,377.1,2008,3,5
Prior Year Revenue,11,0.0,2008,3,5
Other Adjustments,11,0.0,2008,3,5
Total Cash Receipts,11,377.1,2008,3,5
Real Estate Tax,12,1.5,2008,3,6
"Wage, Earnings, Net Profits",12,93.4,2008,3,6
Realty Transfer Tax,12,12.8,2008,3,6
Sales Tax,12,11.2,2008,3,6
BIRT,12,23.8,2008,3,6
Other Taxes,12,6.1,2008,3,6
Locally Generated Non-Tax,12,28.0,2008,3,6
Other Governments,12,11.7,2008,3,6
PICA Other Governments,12,11.5,2008,3,6
Interfund Transfers,12,23.8,2008,3,6
Total Current Revenue,12,223.8,2008,3,6
Prior Year Revenue,12,0.0,2008,3,6
Other Adjustments,12,-7.0,2008,3,6
Total Cash Receipts,12,216.8,2008,3,6
Real Estate Tax,1,9.1,2008,2,7
"Wage, Earnings, Net Profits",1,95.9,2008,2,7
Realty Transfer Tax,1,21.6,2008,2,7
Sales Tax,1,12.0,2008,2,7
BIRT,1,7.4,2008,2,7
Other Taxes,1,5.2,2008,2,7
Locally Generated Non-Tax,1,18.0,2008,2,7
Other Governments,1,4.1,2008,2,7
PICA Other Governments,1,18.8,2008,2,7
Interfund Transfers,1,0.0,2008,2,7
Total Current Revenue,1,192.1,2008,2,7
Prior Year Revenue,1,49.3,2008,2,7
Other Adjustments,1,7.9,2008,2,7
Total Cash Receipts,1,249.3,2008,2,7
Real Estate Tax,2,7.4,2008,2,8
"Wage, Earnings, Net Profits",2,105.8,2008,2,8
Realty Transfer Tax,2,20.6,2008,2,8
Sales Tax,2,10.7,2008,2,8
BIRT,2,3.3,2008,2,8
Other Taxes,2,7.5,2008,2,8
Locally Generated Non-Tax,2,22.5,2008,2,8
Other Governments,2,137.1,2008,2,8
PICA Other Governments,2,33.1,2008,2,8
Interfund Transfers,2,0.0,2008,2,8
Total Current Revenue,2,348.0,2008,2,8
Prior Year Revenue,2,31.0,2008,2,8
Other Adjustments,2,0.0,2008,2,8
Total Cash Receipts,2,379.0,2008,2,8
Real Estate Tax,3,5.4,2008,2,9
"Wage, Earnings, Net Profits",3,89.9,2008,2,9
Realty Transfer Tax,3,15.8,2008,2,9
Sales Tax,3,11.3,2008,2,9
BIRT,3,14.2,2008,2,9
Other Taxes,3,6.0,2008,2,9
Locally Generated Non-Tax,3,19.1,2008,2,9
Other Governments,3,6.4,2008,2,9
PICA Other Governments,3,14.7,2008,2,9
Interfund Transfers,3,0.9,2008,2,9
Total Current Revenue,3,183.7,2008,2,9
Prior Year Revenue,3,10.0,2008,2,9
Other Adjustments,3,0.0,2008,2,9
Total Cash Receipts,3,193.7,2008,2,9
Real Estate Tax,4,7.2,2008,2,10
"Wage, Earnings, Net Profits",4,96.1,2008,2,10
Realty Transfer Tax,4,18.2,2008,2,10
Sales Tax,4,9.3,2008,2,10
BIRT,4,-1.0,2008,2,10
Other Taxes,4,6.4,2008,2,10
Locally Generated Non-Tax,4,16.9,2008,2,10
Other Governments,4,180.9,2008,2,10
PICA Other Governments,4,26.2,2008,2,10
Interfund Transfers,4,0.4,2008,2,10
Total Current Revenue,4,360.6,2008,2,10
Prior Year Revenue,4,0.0,2008,2,10
Other Adjustments,4,0.0,2008,2,10
Total Cash Receipts,4,360.6,2008,2,10
Real Estate Tax,5,4.9,2008,2,11
"Wage, Earnings, Net Profits",5,103.6,2008,2,11
Realty Transfer Tax,5,12.4,2008,2,11
Sales Tax,5,13.2,2008,2,11
BIRT,5,-4.1,2008,2,11
Other Taxes,5,5.9,2008,2,11
Locally Generated Non-Tax,5,23.6,2008,2,11
Other Governments,5,9.2,2008,2,11
PICA Other Governments,5,15.7,2008,2,11
Interfund Transfers,5,0.5,2008,2,11
Total Current Revenue,5,184.9,2008,2,11
Prior Year Revenue,5,0.0,2008,2,11
Other Adjustments,5,0.0,2008,2,11
Total Cash Receipts,5,184.9,2008,2,11
Real Estate Tax,6,13.3,2008,2,12
"Wage, Earnings, Net Profits",6,92.0,2008,2,12
Realty Transfer Tax,6,14.4,2008,2,12
Sales Tax,6,11.0,2008,2,12
BIRT,6,1.6,2008,2,12
Other Taxes,6,4.9,2008,2,12
Locally Generated Non-Tax,6,41.5,2008,2,12
Other Governments,6,13.2,2008,2,12
PICA Other Governments,6,17.9,2008,2,12
Interfund Transfers,6,0.5,2008,2,12
Total Current Revenue,6,210.3,2008,2,12
Prior Year Revenue,6,0.0,2008,2,12
Other Adjustments,6,0.0,2008,2,12
Total Cash Receipts,6,210.3,2008,2,12
Real Estate Tax,7,34.3,2008,2,1
"Wage, Earnings, Net Profits",7,119.1,2008,2,1
Realty Transfer Tax,7,16.5,2008,2,1
Sales Tax,7,12.0,2008,2,1
BIRT,7,14.5,2008,2,1
Other Taxes,7,4.8,2008,2,1
Locally Generated Non-Tax,7,23.2,2008,2,1
Other Governments,7,31.1,2008,2,1
PICA Other Governments,7,33.3,2008,2,1
Interfund Transfers,7,0.4,2008,2,1
Total Current Revenue,7,289.1,2008,2,1
Prior Year Revenue,7,0.0,2008,2,1
Other Adjustments,7,0.0,2008,2,1
Total Cash Receipts,7,289.1,2008,2,1
Real Estate Tax,8,201.1,2008,2,2
"Wage, Earnings, Net Profits",8,88.0,2008,2,2
Realty Transfer Tax,8,11.4,2008,2,2
Sales Tax,8,12.4,2008,2,2
BIRT,8,30.1,2008,2,2
Other Taxes,8,6.5,2008,2,2
Locally Generated Non-Tax,8,13.5,2008,2,2
Other Governments,8,51.2,2008,2,2
PICA Other Governments,8,27.0,2008,2,2
Interfund Transfers,8,0.5,2008,2,2
Total Current Revenue,8,441.5,2008,2,2
Prior Year Revenue,8,0.0,2008,2,2
Other Adjustments,8,0.0,2008,2,2
Total Cash Receipts,8,441.5,2008,2,2
Real Estate Tax,9,79.7,2008,2,3
"Wage, Earnings, Net Profits",9,114.6,2008,2,3
Realty Transfer Tax,9,14.4,2008,2,3
Sales Tax,9,10.2,2008,2,3
BIRT,9,25.3,2008,2,3
Other Taxes,9,5.5,2008,2,3
Locally Generated Non-Tax,9,20.2,2008,2,3
Other Governments,9,54.9,2008,2,3
PICA Other Governments,9,18.7,2008,2,3
Interfund Transfers,9,0.6,2008,2,3
Total Current Revenue,9,344.1,2008,2,3
Prior Year Revenue,9,0.0,2008,2,3
Other Adjustments,9,0.0,2008,2,3
Total Cash Receipts,9,344.1,2008,2,3
Real Estate Tax,10,18.4,2008,2,4
"Wage, Earnings, Net Profits",10,103.1,2008,2,4
Realty Transfer Tax,10,13.7,2008,2,4
Sales Tax,10,10.7,2008,2,4
BIRT,10,176.7,2008,2,4
Other Taxes,10,8.3,2008,2,4
Locally Generated Non-Tax,10,18.3,2008,2,4
Other Governments,10,53.7,2008,2,4
PICA Other Governments,10,11.7,2008,2,4
Interfund Transfers,10,0.5,2008,2,4
Total Current Revenue,10,415.1,2008,2,4
Prior Year Revenue,10,0.0,2008,2,4
Other Adjustments,10,0.0,2008,2,4
Total Cash Receipts,10,415.1,2008,2,4
Real Estate Tax,11,6.5,2008,2,5
"Wage, Earnings, Net Profits",11,114.4,2008,2,5
Realty Transfer Tax,11,20.5,2008,2,5
Sales Tax,11,12.1,2008,2,5
BIRT,11,146.4,2008,2,5
Other Taxes,11,5.6,2008,2,5
Locally Generated Non-Tax,11,17.6,2008,2,5
Other Governments,11,96.2,2008,2,5
PICA Other Governments,11,27.6,2008,2,5
Interfund Transfers,11,0.5,2008,2,5
Total Current Revenue,11,447.3,2008,2,5
Prior Year Revenue,11,0.0,2008,2,5
Other Adjustments,11,0.0,2008,2,5
Total Cash Receipts,11,447.3,2008,2,5
Real Estate Tax,12,7.4,2008,2,6
"Wage, Earnings, Net Profits",12,93.4,2008,2,6
Realty Transfer Tax,12,17.4,2008,2,6
Sales Tax,12,11.2,2008,2,6
BIRT,12,23.8,2008,2,6
Other Taxes,12,4.7,2008,2,6
Locally Generated Non-Tax,12,35.3,2008,2,6
Other Governments,12,50.0,2008,2,6
PICA Other Governments,12,13.0,2008,2,6
Interfund Transfers,12,23.7,2008,2,6
Total Current Revenue,12,280.0,2008,2,6
Prior Year Revenue,12,0.0,2008,2,6
Other Adjustments,12,-7.0,2008,2,6
Total Cash Receipts,12,273.0,2008,2,6
Real Estate Tax,1,9.1,2008,1,7
"Wage, Earnings, Net Profits",1,95.9,2008,1,7
Realty Transfer Tax,1,21.6,2008,1,7
Sales Tax,1,12.0,2008,1,7
BIRT,1,7.4,2008,1,7
Other Taxes,1,5.2,2008,1,7
Locally Generated Non-Tax,1,18.0,2008,1,7
Other Governments,1,4.1,2008,1,7
PICA Other Governments,1,18.8,2008,1,7
Interfund Transfers,1,0.0,2008,1,7
Total Current Revenue,1,192.1,2008,1,7
Prior Year Revenue,1,49.3,2008,1,7
Other Adjustments,1,7.9,2008,1,7
Total Cash Receipts,1,249.3,2008,1,7
Real Estate Tax,2,7.4,2008,1,8
"Wage, Earnings, Net Profits",2,105.6,2008,1,8
Realty Transfer Tax,2,20.6,2008,1,8
Sales Tax,2,10.7,2008,1,8
BIRT,2,3.3,2008,1,8
Other Taxes,2,7.5,2008,1,8
Locally Generated Non-Tax,2,22.5,2008,1,8
Other Governments,2,137.1,2008,1,8
PICA Other Governments,2,33.1,2008,1,8
Interfund Transfers,2,0.0,2008,1,8
Total Current Revenue,2,348.0,2008,1,8
Prior Year Revenue,2,31.0,2008,1,8
Other Adjustments,2,0.0,2008,1,8
Total Cash Receipts,2,379.0,2008,1,8
Real Estate Tax,3,5.4,2008,1,9
"Wage, Earnings, Net Profits",3,89.9,2008,1,9
Realty Transfer Tax,3,15.8,2008,1,9
Sales Tax,3,11.3,2008,1,9
BIRT,3,14.2,2008,1,9
Other Taxes,3,6.0,2008,1,9
Locally Generated Non-Tax,3,19.1,2008,1,9
Other Governments,3,6.4,2008,1,9
PICA Other Governments,3,14.7,2008,1,9
Interfund Transfers,3,0.9,2008,1,9
Total Current Revenue,3,183.7,2008,1,9
Prior Year Revenue,3,10.0,2008,1,9
Other Adjustments,3,0.0,2008,1,9
Total Cash Receipts,3,193.7,2008,1,9
Real Estate Tax,4,6.4,2008,1,10
"Wage, Earnings, Net Profits",4,105.5,2008,1,10
Realty Transfer Tax,4,15.5,2008,1,10
Sales Tax,4,11.6,2008,1,10
BIRT,4,19.0,2008,1,10
Other Taxes,4,4.9,2008,1,10
Locally Generated Non-Tax,4,20.8,2008,1,10
Other Governments,4,99.1,2008,1,10
PICA Other Governments,4,24.2,2008,1,10
Interfund Transfers,4,0.5,2008,1,10
Total Current Revenue,4,307.7,2008,1,10
Prior Year Revenue,4,0.0,2008,1,10
Other Adjustments,4,0.0,2008,1,10
Total Cash Receipts,4,307.7,2008,1,10
Real Estate Tax,5,5.9,2008,1,11
"Wage, Earnings, Net Profits",5,114.9,2008,1,11
Realty Transfer Tax,5,16.6,2008,1,11
Sales Tax,5,12.2,2008,1,11
BIRT,5,1.2,2008,1,11
Other Taxes,5,3.1,2008,1,11
Locally Generated Non-Tax,5,18.1,2008,1,11
Other Governments,5,20.4,2008,1,11
PICA Other Governments,5,26.3,2008,1,11
Interfund Transfers,5,0.4,2008,1,11
Total Current Revenue,5,219.2,2008,1,11
Prior Year Revenue,5,0.0,2008,1,11
Other Adjustments,5,0.0,2008,1,11
Total Cash Receipts,5,219.2,2008,1,11
Real Estate Tax,6,13.7,2008,1,12
"Wage, Earnings, Net Profits",6,106.4,2008,1,12
Realty Transfer Tax,6,17.8,2008,1,12
Sales Tax,6,11.2,2008,1,12
BIRT,6,15.3,2008,1,12
Other Taxes,6,5.2,2008,1,12
Locally Generated Non-Tax,6,21.0,2008,1,12
Other Governments,6,17.5,2008,1,12
PICA Other Governments,6,3.5,2008,1,12
Interfund Transfers,6,0.5,2008,1,12
Total Current Revenue,6,212.2,2008,1,12
Prior Year Revenue,6,0.0,2008,1,12
Other Adjustments,6,0.0,2008,1,12
Total Cash Receipts,6,212.2,2008,1,12
Real Estate Tax,7,34.3,2008,1,1
"Wage, Earnings, Net Profits",7,121.1,2008,1,1
Realty Transfer Tax,7,19.8,2008,1,1
Sales Tax,7,10.3,2008,1,1
BIRT,7,8.2,2008,1,1
Other Taxes,7,6.3,2008,1,1
Locally Generated Non-Tax,7,25.6,2008,1,1
Other Governments,7,30.9,2008,1,1
PICA Other Governments,7,22.6,2008,1,1
Interfund Transfers,7,0.3,2008,1,1
Total Current Revenue,7,279.3,2008,1,1
Prior Year Revenue,7,0.0,2008,1,1
Other Adjustments,7,0.0,2008,1,1
Total Cash Receipts,7,279.3,2008,1,1
Real Estate Tax,8,201.7,2008,1,2
"Wage, Earnings, Net Profits",8,79.8,2008,1,2
Realty Transfer Tax,8,11.8,2008,1,2
Sales Tax,8,12.4,2008,1,2
BIRT,8,1.4,2008,1,2
Other Taxes,8,5.3,2008,1,2
Locally Generated Non-Tax,8,19.4,2008,1,2
Other Governments,8,68.8,2008,1,2
PICA Other Governments,8,37.7,2008,1,2
Interfund Transfers,8,0.4,2008,1,2
Total Current Revenue,8,438.6,2008,1,2
Prior Year Revenue,8,0.0,2008,1,2
Other Adjustments,8,0.0,2008,1,2
Total Cash Receipts,8,438.6,2008,1,2
Real Estate Tax,9,79.7,2008,1,3
"Wage, Earnings, Net Profits",9,111.6,2008,1,3
Realty Transfer Tax,9,15.0,2008,1,3
Sales Tax,9,10.2,2008,1,3
BIRT,9,23.8,2008,1,3
Other Taxes,9,5.4,2008,1,3
Locally Generated Non-Tax,9,26.8,2008,1,3
Other Governments,9,69.9,2008,1,3
PICA Other Governments,9,25.2,2008,1,3
Interfund Transfers,9,0.5,2008,1,3
Total Current Revenue,9,368.0,2008,1,3
Prior Year Revenue,9,0.0,2008,1,3
Other Adjustments,9,0.0,2008,1,3
Total Cash Receipts,9,368.0,2008,1,3
Real Estate Tax,10,18.4,2008,1,4
"Wage, Earnings, Net Profits",10,100.1,2008,1,4
Realty Transfer Tax,10,14.3,2008,1,4
Sales Tax,10,10.7,2008,1,4
BIRT,10,176.7,2008,1,4
Other Taxes,10,9.0,2008,1,4
Locally Generated Non-Tax,10,17.6,2008,1,4
Other Governments,10,53.4,2008,1,4
PICA Other Governments,10,9.7,2008,1,4
Interfund Transfers,10,0.4,2008,1,4
Total Current Revenue,10,410.4,2008,1,4
Prior Year Revenue,10,0.0,2008,1,4
Other Adjustments,10,0.0,2008,1,4
Total Cash Receipts,10,410.4,2008,1,4
Real Estate Tax,11,6.5,2008,1,5
"Wage, Earnings, Net Profits",11,100.4,2008,1,5
Realty Transfer Tax,11,19.1,2008,1,5
Sales Tax,11,12.1,2008,1,5
BIRT,11,146.4,2008,1,5
Other Taxes,11,6.4,2008,1,5
Locally Generated Non-Tax,11,19.1,2008,1,5
Other Governments,11,105.5,2008,1,5
PICA Other Governments,11,28.2,2008,1,5
Interfund Transfers,11,0.4,2008,1,5
Total Current Revenue,11,444.0,2008,1,5
Prior Year Revenue,11,0.0,2008,1,5
Other Adjustments,11,0.0,2008,1,5
Total Cash Receipts,11,444.0,2008,1,5
Real Estate Tax,12,6.1,2008,1,6
"Wage, Earnings, Net Profits",12,84.4,2008,1,6
Realty Transfer Tax,12,17.2,2008,1,6
Sales Tax,12,11.2,2008,1,6
BIRT,12,21.3,2008,1,6
Other Taxes,12,4.8,2008,1,6
Locally Generated Non-Tax,12,46.8,2008,1,6
Other Governments,12,66.9,2008,1,6
PICA Other Governments,12,13.8,2008,1,6
Interfund Transfers,12,20.4,2008,1,6
Total Current Revenue,12,292.9,2008,1,6
Prior Year Revenue,12,0.0,2008,1,6
Other Adjustments,12,-7.0,2008,1,6
Total Cash Receipts,12,285.9,2008,1,6
Real Estate Tax,1,7.6,2007,4,7
"Wage, Earnings, Net Profits",1,94.4,2007,4,7
Realty Transfer Tax,1,20.5,2007,4,7
Sales Tax,1,11.3,2007,4,7
BIRT,1,5.0,2007,4,7
Other Taxes,1,5.3,2007,4,7
Locally Generated Non-Tax,1,15.0,2007,4,7
Other Governments,1,0.0,2007,4,7
PICA Other Governments,1,16.3,2007,4,7
Interfund Transfers,1,0.2,2007,4,7
Total Current Revenue,1,175.6,2007,4,7
Prior Year Revenue,1,106.6,2007,4,7
Other Adjustments,1,7.0,2007,4,7
Total Cash Receipts,1,289.2,2007,4,7
Real Estate Tax,2,6.9,2007,4,8
"Wage, Earnings, Net Profits",2,105.3,2007,4,8
Realty Transfer Tax,2,23.2,2007,4,8
Sales Tax,2,12.5,2007,4,8
BIRT,2,2.7,2007,4,8
Other Taxes,2,7.6,2007,4,8
Locally Generated Non-Tax,2,18.2,2007,4,8
Other Governments,2,116.0,2007,4,8
PICA Other Governments,2,27.8,2007,4,8
Interfund Transfers,2,0.5,2007,4,8
Total Current Revenue,2,320.7,2007,4,8
Prior Year Revenue,2,25.1,2007,4,8
Other Adjustments,2,0.0,2007,4,8
Total Cash Receipts,2,345.8,2007,4,8
Real Estate Tax,3,5.6,2007,4,9
"Wage, Earnings, Net Profits",3,82.7,2007,4,9
Realty Transfer Tax,3,17.3,2007,4,9
Sales Tax,3,10.7,2007,4,9
BIRT,3,12.1,2007,4,9
Other Taxes,3,5.0,2007,4,9
Locally Generated Non-Tax,3,21.2,2007,4,9
Other Governments,3,105.7,2007,4,9
PICA Other Governments,3,0.0,2007,4,9
Interfund Transfers,3,0.5,2007,4,9
Total Current Revenue,3,260.8,2007,4,9
Prior Year Revenue,3,0.0,2007,4,9
Other Adjustments,3,0.0,2007,4,9
Total Cash Receipts,3,260.8,2007,4,9
Real Estate Tax,4,5.3,2007,4,10
"Wage, Earnings, Net Profits",4,93.5,2007,4,10
Realty Transfer Tax,4,16.9,2007,4,10
Sales Tax,4,10.7,2007,4,10
BIRT,4,20.9,2007,4,10
Other Taxes,4,4.0,2007,4,10
Locally Generated Non-Tax,4,19.5,2007,4,10
Other Governments,4,88.4,2007,4,10
PICA Other Governments,4,22.4,2007,4,10
Interfund Transfers,4,0.0,2007,4,10
Total Current Revenue,4,281.6,2007,4,10
Prior Year Revenue,4,0.0,2007,4,10
Other Adjustments,4,0.0,2007,4,10
Total Cash Receipts,4,281.6,2007,4,10
Real Estate Tax,5,4.0,2007,4,11
"Wage, Earnings, Net Profits",5,103.5,2007,4,11
Realty Transfer Tax,5,18.0,2007,4,11
Sales Tax,5,12.1,2007,4,11
BIRT,5,1.3,2007,4,11
Other Taxes,5,4.1,2007,4,11
Locally Generated Non-Tax,5,18.0,2007,4,11
Other Governments,5,22.5,2007,4,11
PICA Other Governments,5,24.5,2007,4,11
Interfund Transfers,5,0.5,2007,4,11
Total Current Revenue,5,208.5,2007,4,11
Prior Year Revenue,5,0.0,2007,4,11
Other Adjustments,5,0.0,2007,4,11
Total Cash Receipts,5,208.5,2007,4,11
Real Estate Tax,6,14.0,2007,4,12
"Wage, Earnings, Net Profits",6,85.8,2007,4,12
Realty Transfer Tax,6,19.3,2007,4,12
Sales Tax,6,10.1,2007,4,12
BIRT,6,17.0,2007,4,12
Other Taxes,6,4.3,2007,4,12
Locally Generated Non-Tax,6,20.5,2007,4,12
Other Governments,6,17.9,2007,4,12
PICA Other Governments,6,0.0,2007,4,12
Interfund Transfers,6,0.4,2007,4,12
Total Current Revenue,6,189.3,2007,4,12
Prior Year Revenue,6,0.0,2007,4,12
Other Adjustments,6,0.0,2007,4,12
Total Cash Receipts,6,189.3,2007,4,12
Real Estate Tax,7,35.0,2007,4,1
"Wage, Earnings, Net Profits",7,114.1,2007,4,1
Realty Transfer Tax,7,21.3,2007,4,1
Sales Tax,7,10.2,2007,4,1
BIRT,7,9.6,2007,4,1
Other Taxes,7,5.4,2007,4,1
Locally Generated Non-Tax,7,25.7,2007,4,1
Other Governments,7,34.2,2007,4,1
PICA Other Governments,7,32.3,2007,4,1
Interfund Transfers,7,0.0,2007,4,1
Total Current Revenue,7,287.8,2007,4,1
Prior Year Revenue,7,0.0,2007,4,1
Other Adjustments,7,0.0,2007,4,1
Total Cash Receipts,7,287.8,2007,4,1
Real Estate Tax,8,205.8,2007,4,2
"Wage, Earnings, Net Profits",8,79.1,2007,4,2
Realty Transfer Tax,8,12.1,2007,4,2
Sales Tax,8,12.3,2007,4,2
BIRT,8,1.5,2007,4,2
Other Taxes,8,5.4,2007,4,2
Locally Generated Non-Tax,8,17.8,2007,4,2
Other Governments,8,97.2,2007,4,2
PICA Other Governments,8,40.6,2007,4,2
Interfund Transfers,8,0.9,2007,4,2
Total Current Revenue,8,472.7,2007,4,2
Prior Year Revenue,8,0.0,2007,4,2
Other Adjustments,8,0.0,2007,4,2
Total Cash Receipts,8,472.7,2007,4,2
Real Estate Tax,9,81.3,2007,4,3
"Wage, Earnings, Net Profits",9,109.9,2007,4,3
Realty Transfer Tax,9,15.4,2007,4,3
Sales Tax,9,10.1,2007,4,3
BIRT,9,26.4,2007,4,3
Other Taxes,9,4.5,2007,4,3
Locally Generated Non-Tax,9,26.3,2007,4,3
Other Governments,9,103.2,2007,4,3
PICA Other Governments,9,24.9,2007,4,3
Interfund Transfers,9,0.5,2007,4,3
Total Current Revenue,9,402.5,2007,4,3
Prior Year Revenue,9,0.0,2007,4,3
Other Adjustments,9,0.0,2007,4,3
Total Cash Receipts,9,402.5,2007,4,3
Real Estate Tax,10,18.8,2007,4,4
"Wage, Earnings, Net Profits",10,98.9,2007,4,4
Realty Transfer Tax,10,14.6,2007,4,4
Sales Tax,10,10.6,2007,4,4
BIRT,10,184.7,2007,4,4
Other Taxes,10,8.2,2007,4,4
Locally Generated Non-Tax,10,15.9,2007,4,4
Other Governments,10,57.2,2007,4,4
PICA Other Governments,10,9.8,2007,4,4
Interfund Transfers,10,0.5,2007,4,4
Total Current Revenue,10,419.2,2007,4,4
Prior Year Revenue,10,0.0,2007,4,4
Other Adjustments,10,0.0,2007,4,4
Total Cash Receipts,10,419.2,2007,4,4
Real Estate Tax,11,6.6,2007,4,5
"Wage, Earnings, Net Profits",11,109.7,2007,4,5
Realty Transfer Tax,11,21.9,2007,4,5
Sales Tax,11,12.0,2007,4,5
BIRT,11,153.0,2007,4,5
Other Taxes,11,5.5,2007,4,5
Locally Generated Non-Tax,11,17.9,2007,4,5
Other Governments,11,111.2,2007,4,5
PICA Other Governments,11,34.8,2007,4,5
Interfund Transfers,11,0.0,2007,4,5
Total Current Revenue,11,472.6,2007,4,5
Prior Year Revenue,11,0.0,2007,4,5
Other Adjustments,11,0.0,2007,4,5
Total Cash Receipts,11,472.6,2007,4,5
Real Estate Tax,12,11.7,2007,4,6
"Wage, Earnings, Net Profits",12,89.0,2007,4,6
Realty Transfer Tax,12,9.5,2007,4,6
Sales Tax,12,12.4,2007,4,6
BIRT,12,25.8,2007,4,6
Other Taxes,12,11.2,2007,4,6
Locally Generated Non-Tax,12,18.6,2007,4,6
Other Governments,12,7.3,2007,4,6
PICA Other Governments,12,3.6,2007,4,6
Interfund Transfers,12,21.6,2007,4,6
Total Current Revenue,12,210.9,2007,4,6
Prior Year Revenue,12,0.0,2007,4,6
Other Adjustments,12,-7.6,2007,4,6
Total Cash Receipts,12,203.3,2007,4,6
Real Estate Tax,1,7.6,2007,3,7
"Wage, Earnings, Net Profits",1,94.4,2007,3,7
Realty Transfer Tax,1,20.5,2007,3,7
Sales Tax,1,11.3,2007,3,7
BIRT,1,5.0,2007,3,7
Other Taxes,1,5.3,2007,3,7
Locally Generated Non-Tax,1,15.0,2007,3,7
Other Governments,1,0.0,2007,3,7
PICA Other Governments,1,16.3,2007,3,7
Interfund Transfers,1,0.2,2007,3,7
Total Current Revenue,1,175.6,2007,3,7
Prior Year Revenue,1,106.6,2007,3,7
Other Adjustments,1,7.0,2007,3,7
Total Cash Receipts,1,289.2,2007,3,7
Real Estate Tax,2,6.9,2007,3,8
"Wage, Earnings, Net Profits",2,105.3,2007,3,8
Realty Transfer Tax,2,23.2,2007,3,8
Sales Tax,2,12.5,2007,3,8
BIRT,2,2.7,2007,3,8
Other Taxes,2,7.6,2007,3,8
Locally Generated Non-Tax,2,18.2,2007,3,8
Other Governments,2,116.0,2007,3,8
PICA Other Governments,2,27.8,2007,3,8
Interfund Transfers,2,0.5,2007,3,8
Total Current Revenue,2,320.7,2007,3,8
Prior Year Revenue,2,25.1,2007,3,8
Other Adjustments,2,0.0,2007,3,8
Total Cash Receipts,2,345.8,2007,3,8
Real Estate Tax,3,5.6,2007,3,9
"Wage, Earnings, Net Profits",3,82.7,2007,3,9
Realty Transfer Tax,3,17.3,2007,3,9
Sales Tax,3,10.7,2007,3,9
BIRT,3,12.1,2007,3,9
Other Taxes,3,5.0,2007,3,9
Locally Generated Non-Tax,3,21.2,2007,3,9
Other Governments,3,105.7,2007,3,9
PICA Other Governments,3,0.0,2007,3,9
Interfund Transfers,3,0.5,2007,3,9
Total Current Revenue,3,260.8,2007,3,9
Prior Year Revenue,3,0.0,2007,3,9
Other Adjustments,3,0.0,2007,3,9
Total Cash Receipts,3,260.8,2007,3,9
Real Estate Tax,4,5.3,2007,3,10
"Wage, Earnings, Net Profits",4,93.5,2007,3,10
Realty Transfer Tax,4,16.9,2007,3,10
Sales Tax,4,10.7,2007,3,10
BIRT,4,20.9,2007,3,10
Other Taxes,4,4.0,2007,3,10
Locally Generated Non-Tax,4,19.5,2007,3,10
Other Governments,4,88.4,2007,3,10
PICA Other Governments,4,22.4,2007,3,10
