dept_name_raw,total,fiscal_year,variable,time_period,as_of_date,dept_name,dept_code,abbreviation,report_quarter,report_fiscal_year,dept_major_code
Office of Innovation and Technology,70924530.0,2012,Target Budget,Full Year,2012-03-31,Office of Innovation and Technology,04,OIT,3,2012,04
Office of Property Assessment,9105882.0,2012,Target Budget,Full Year,2012-03-31,Office of Property Assessment,59,OPA,3,2012,59
Office of Supportive Housing,38466253.0,2012,Target Budget,Full Year,2012-03-31,Office of Homeless Services,24,OHS,3,2012,24
Parks and Recreation,45742671.0,2012,Target Budget,Full Year,2012-03-31,Department of Parks and Recreation,16,Parks & Recreation,3,2012,16
Police,553186244.0,2012,Target Budget,Full Year,2012-03-31,Police Department,11,Police,3,2012,11
Prisons,230172870.0,2012,Target Budget,Full Year,2012-03-31,Philadelphia Prison System,23,Prisons,3,2012,23
Procurement,4151574.0,2012,Target Budget,Full Year,2012-03-31,Procurement Department,38,Procurement,3,2012,38
Public Health,110426170.0,2012,Target Budget,Full Year,2012-03-31,Department of Public Health,14,Public Health,3,2012,14
Public Property,51721912.0,2012,Target Budget,Full Year,2012-03-31,Department of Public Property,20,Public Property,3,2012,20
Public Property SEPTA Subsidy,66360000.0,2012,Target Budget,Full Year,2012-03-31,Public Property: SEPTA Subsidy,20-SS,,3,2012,20
Public Property Space Rentals,17284671.0,2012,Target Budget,Full Year,2012-03-31,Public Property: Space Rentals,20-SR,,3,2012,20
Public Property Utilities,32540354.0,2012,Target Budget,Full Year,2012-03-31,Public Property: Utilities,20-U,,3,2012,20
Records,4009212.0,2012,Target Budget,Full Year,2012-03-31,Department of Records,31,Records,3,2012,31
Refunds,250000.0,2012,Target Budget,Full Year,2012-03-31,Finance: Refunds,35-R,,3,2012,35
Register of Wills,3331292.0,2012,Target Budget,Full Year,2012-03-31,Register of Wills,68,,3,2012,68
Revenue,19501721.0,2012,Target Budget,Full Year,2012-03-31,Department of Revenue,36,Revenue,3,2012,36
Sheriff,15588657.0,2012,Target Budget,Full Year,2012-03-31,Office of the Sheriff,70,Sheriff,3,2012,70
Sinking Fund (Debt Service),216906507.0,2012,Target Budget,Full Year,2012-03-31,Sinking Fund Commission,37,Sinking Fund,3,2012,37
Streets,29862962.0,2012,Target Budget,Full Year,2012-03-31,Streets Department,12,Streets,3,2012,12
Streets Sanitation,89896981.0,2012,Target Budget,Full Year,2012-03-31,Streets: Sanitation,12-S,,3,2012,12
Witness Fees,171518.0,2012,Target Budget,Full Year,2012-03-31,Finance: Witness Fees,35-WF,,3,2012,35
Youth Commission,94080.0,2012,Target Budget,Full Year,2012-03-31,Youth Commission,47,,3,2012,47
Zoning Board of Adjustment,355501.0,2012,Target Budget,Full Year,2012-03-31,Zoning Board of Adjustments,30,ZBA,3,2012,30
Zoning Code Commission,220500.0,2012,Target Budget,Full Year,2012-03-31,Zoning Code Commission,57,,3,2012,57
Art Museum Subsidy,2300000.0,2012,Current Projection,Full Year,2012-03-31,Art Museum,34,,3,2012,34
Atwater Kent Museum,268630.0,2012,Current Projection,Full Year,2012-03-31,Atwater Kent Museum,18,Atwater Kent,3,2012,18
Auditing (City Controller's Office),7449931.0,2012,Current Projection,Full Year,2012-03-31,City Controller's Office,61,,3,2012,61
Board of Building Standards,70169.0,2012,Current Projection,Full Year,2012-03-31,L&I: Board of Building and Standards,29,,3,2012,29
Board of Ethics,854000.0,2012,Current Projection,Full Year,2012-03-31,Board of Ethics,45,,3,2012,45
Board of L & Review,152607.0,2012,Current Projection,Full Year,2012-03-31,L&I: Board of Review,27,,3,2012,27
Board of Revision of Taxes,708540.0,2012,Current Projection,Full Year,2012-03-31,Board of Revision of Taxes,63,BRT,3,2012,63
City Commissioners (Election Board),8922093.0,2012,Current Projection,Full Year,2012-03-31,City Commissioner's Office,73,City Commissioners,3,2012,73
City Council,15049272.0,2012,Current Projection,Full Year,2012-03-31,City Council,01,,3,2012,01
City Planning Commission,2212057.0,2012,Current Projection,Full Year,2012-03-31,City Planning Commission,51,,3,2012,51
City Representative,889611.0,2012,Current Projection,Full Year,2012-03-31,Office of the City Representative,41,City Rep,3,2012,41
City Treasurer,886605.0,2012,Current Projection,Full Year,2012-03-31,Office of the City Treasurer,40,City Treasurer,3,2012,40
Civil Service Commission,166903.0,2012,Current Projection,Full Year,2012-03-31,Civil Service Commission,55,,3,2012,55
Commerce,2331813.0,2012,Current Projection,Full Year,2012-03-31,Office of the Director of Commerce,42,Commerce,3,2012,42
Commerce-Economic Stimulus,1294448.0,2012,Current Projection,Full Year,2012-03-31,Commerce: Economic Stimulus,42-ES,,3,2012,42
Community College Subsidy,25409207.0,2012,Current Projection,Full Year,2012-03-31,Finance: Community College Subsidy,35-CC,,3,2012,35
Convention Center Subsidy,15000000.0,2012,Current Projection,Full Year,2012-03-31,Commerce: Convention Center Subsidy,42-CC,,3,2012,42
District Attorney,31054996.0,2012,Current Projection,Full Year,2012-03-31,District Attorney's Office,69,DAO,3,2012,69
Finance,12816087.0,2012,Current Projection,Full Year,2012-03-31,Office of the Director of Finance,35,Finance,3,2012,35
Finance Contribution to the School District,48930000.0,2012,Current Projection,Full Year,2012-03-31,Finance: School District Contribution,35-SD,,3,2012,35
Finance Employee Benefits,1027902609.0,2012,Current Projection,Full Year,2012-03-31,Finance: Employee Benefits,35-EB,Employee Benefits,3,2012,35
Employee Benefits: Employee Disability,55853503.0,2012,Current Projection,Full Year,2012-03-31,Employee Benefits: Employee Disability,35-EB-DIS,,3,2012,35
Employee Benefits: FICA,64945805.0,2012,Current Projection,Full Year,2012-03-31,Employee Benefits: FICA,35-EB-FICA,,3,2012,35
Employee Benefits: Flex Cash Payments,1000000.0,2012,Current Projection,Full Year,2012-03-31,Employee Benefits: Flex Cash Payments,35-EB-FLEX,,3,2012,35
Employee Benefits: Group Legal,4133938.0,2012,Current Projection,Full Year,2012-03-31,Employee Benefits: Group Legal,35-EB-GL,,3,2012,35
Employee Benefits: Group Life Insurance,7690367.0,2012,Current Projection,Full Year,2012-03-31,Employee Benefits: Group Life Insurance,35-EB-GLI,,3,2012,35
Employee Benefits: Health / Medical,346140249.0,2012,Current Projection,Full Year,2012-03-31,Employee Benefits: Health/Medical,35-EB-HM,,3,2012,35
Employee Benefits: Pension,452250487.0,2012,Current Projection,Full Year,2012-03-31,Employee Benefits: Pension,35-EB-PEN,,3,2012,35
Employee Benefits: Pension Obligation Bonds,102075000.0,2012,Current Projection,Full Year,2012-03-31,Employee Benefits: Pension Obligation Bonds,35-EB-POB,,3,2012,35
Employee Benefits: Tool Allowance,100000.0,2012,Current Projection,Full Year,2012-03-31,Employee Benefits: Tool Allowance,35-EB-TA,,3,2012,35
Employee Benefits: Unemployment Compensation,5580260.0,2012,Current Projection,Full Year,2012-03-31,Employee Benefits: Unemployment Compensation,35-EB-UC,,3,2012,35
Employee Benefits: Anticipated Workforce Savings (1),-11867000.0,2012,Current Projection,Full Year,2012-03-31,Employee Benefits: Anticipated Workforce Savings,35-EB-AWS,,3,2012,35
Finance PGW Rental Reimbursement,0.0,2012,Current Projection,Full Year,2012-03-31,Finance: PGW Reimbursement,35-PGW,,3,2012,35
Fire,194031950.0,2012,Current Projection,Full Year,2012-03-31,Fire Department,13,Fire,3,2012,13
First Judicial District,116967323.0,2012,Current Projection,Full Year,2012-03-31,First Judicial District,84,FJD,3,2012,84
Fleet Management,49909814.0,2012,Current Projection,Full Year,2012-03-31,Office of Fleet Management,25,Fleet,3,2012,25
Fleet Management Vehicle Purchases,6289135.0,2012,Current Projection,Full Year,2012-03-31,Fleet: Vehicle Lease/Purchases,25-V,,3,2012,25
Free Library,33353362.0,2012,Current Projection,Full Year,2012-03-31,The Free Library of Philadelphia,52,Free Library,3,2012,52
Historical Commission,387784.0,2012,Current Projection,Full Year,2012-03-31,Historical Commission,32,,3,2012,32
Hero Award,25000.0,2012,Current Projection,Full Year,2012-03-31,Finance: Hero Scholarship Awards,35-HA,,3,2012,35
Human Relations Commission,1998475.0,2012,Current Projection,Full Year,2012-03-31,Commission on Human Relations,54,Human Relations,3,2012,54
Human Services,110108096.0,2012,Current Projection,Full Year,2012-03-31,Department of Human Services,22,DHS,3,2012,22
Indemnities,33957600.0,2012,Current Projection,Full Year,2012-03-31,Finance: Indemnities,35-IN,,3,2012,35
Law,14856860.0,2012,Current Projection,Full Year,2012-03-31,Law Department,44,Law,3,2012,44
Legal Services incl. Defender Association,37066187.0,2012,Current Projection,Full Year,2012-03-31,MDO: Legal Services,10-LS,,3,2012,10
Licenses and Inspections,21660905.0,2012,Current Projection,Full Year,2012-03-31,Department of Licenses and Inspections,26,L&I,3,2012,26
Managing Director (MDO),23050325.0,2012,Current Projection,Full Year,2012-03-31,Managing Director's Office,10,MDO,3,2012,10
Mayor,3711177.0,2012,Current Projection,Full Year,2012-03-31,Mayor's Office,05,Mayor,3,2012,05
Mayor Office of Arts and Culture,2670238.0,2012,Current Projection,Full Year,2012-03-31,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,3,2012,58
Mayor Office of the Inspector General,1255822.0,2012,Current Projection,Full Year,2012-03-31,Office of the Inspector General,48,OIG,3,2012,48
Mayor Office of Labor Relations,541368.0,2012,Current Projection,Full Year,2012-03-31,Labor,03,,3,2012,03
Mayor Scholarships,200000.0,2012,Current Projection,Full Year,2012-03-31,Mayor's Office: Scholarships,05-S,,3,2012,05
Mayor's Office of Community Services,0.0,2012,Current Projection,Full Year,2012-03-31,Mayor's Office of Community Empowerment and Opportunity,08,CEO,3,2012,08
Mayor's Office of Transportation,470400.0,2012,Current Projection,Full Year,2012-03-31,Mayor's Office of Transportation and Utilities,46,,3,2012,46
Mural Arts Program,1000800.0,2012,Current Projection,Full Year,2012-03-31,Mural Arts Program,50,Mural Arts,3,2012,50
Off. of Behavioral Hlth.& Intellectual Disability,14271572.0,2012,Current Projection,Full Year,2012-03-31,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,3,2012,15
Office of Housing and Comm. Developmt.,2520000.0,2012,Current Projection,Full Year,2012-03-31,Office of Housing and Community Development,06,,3,2012,06
Office of Human Resources,5123760.0,2012,Current Projection,Full Year,2012-03-31,Office of Human Resources,56,OHR,3,2012,56
Office of Innovation and Technology,70924530.0,2012,Current Projection,Full Year,2012-03-31,Office of Innovation and Technology,04,OIT,3,2012,04
Office of Property Assessment,9105882.0,2012,Current Projection,Full Year,2012-03-31,Office of Property Assessment,59,OPA,3,2012,59
Office of Supportive Housing,38466253.0,2012,Current Projection,Full Year,2012-03-31,Office of Homeless Services,24,OHS,3,2012,24
Parks and Recreation,45742671.0,2012,Current Projection,Full Year,2012-03-31,Department of Parks and Recreation,16,Parks & Recreation,3,2012,16
Police,553186244.0,2012,Current Projection,Full Year,2012-03-31,Police Department,11,Police,3,2012,11
Prisons,231272870.0,2012,Current Projection,Full Year,2012-03-31,Philadelphia Prison System,23,Prisons,3,2012,23
Procurement,4151574.0,2012,Current Projection,Full Year,2012-03-31,Procurement Department,38,Procurement,3,2012,38
Public Health,110426170.0,2012,Current Projection,Full Year,2012-03-31,Department of Public Health,14,Public Health,3,2012,14
Public Property,51721912.0,2012,Current Projection,Full Year,2012-03-31,Department of Public Property,20,Public Property,3,2012,20
Public Property SEPTA Subsidy,66360000.0,2012,Current Projection,Full Year,2012-03-31,Public Property: SEPTA Subsidy,20-SS,,3,2012,20
Public Property Space Rentals,17284671.0,2012,Current Projection,Full Year,2012-03-31,Public Property: Space Rentals,20-SR,,3,2012,20
Public Property Utilities,32540354.0,2012,Current Projection,Full Year,2012-03-31,Public Property: Utilities,20-U,,3,2012,20
Records,4009212.0,2012,Current Projection,Full Year,2012-03-31,Department of Records,31,Records,3,2012,31
Refunds,250000.0,2012,Current Projection,Full Year,2012-03-31,Finance: Refunds,35-R,,3,2012,35
Register of Wills,3331292.0,2012,Current Projection,Full Year,2012-03-31,Register of Wills,68,,3,2012,68
Revenue,19501721.0,2012,Current Projection,Full Year,2012-03-31,Department of Revenue,36,Revenue,3,2012,36
Sheriff,15588657.0,2012,Current Projection,Full Year,2012-03-31,Office of the Sheriff,70,Sheriff,3,2012,70
Sinking Fund (Debt Service),216906507.0,2012,Current Projection,Full Year,2012-03-31,Sinking Fund Commission,37,Sinking Fund,3,2012,37
Streets,25862962.0,2012,Current Projection,Full Year,2012-03-31,Streets Department,12,Streets,3,2012,12
Streets Sanitation,89896981.0,2012,Current Projection,Full Year,2012-03-31,Streets: Sanitation,12-S,,3,2012,12
Witness Fees,171518.0,2012,Current Projection,Full Year,2012-03-31,Finance: Witness Fees,35-WF,,3,2012,35
Youth Commission,94080.0,2012,Current Projection,Full Year,2012-03-31,Youth Commission,47,,3,2012,47
Zoning Board of Adjustment,355501.0,2012,Current Projection,Full Year,2012-03-31,Zoning Board of Adjustments,30,ZBA,3,2012,30
Zoning Code Commission,220500.0,2012,Current Projection,Full Year,2012-03-31,Zoning Code Commission,57,,3,2012,57
Art Museum Subsidy,2300000.0,2012,Target Budget,YTD,2011-12-31,Art Museum,34,,2,2012,34
Atwater Kent Museum,159315.0,2012,Target Budget,YTD,2011-12-31,Atwater Kent Museum,18,Atwater Kent,2,2012,18
Auditing (City Controller's Office),3637105.0,2012,Target Budget,YTD,2011-12-31,City Controller's Office,61,,2,2012,61
Board of Building Standards,33102.0,2012,Target Budget,YTD,2011-12-31,L&I: Board of Building and Standards,29,,2,2012,29
Board of Ethics,350806.0,2012,Target Budget,YTD,2011-12-31,Board of Ethics,45,,2,2012,45
Board of L & Review,71850.0,2012,Target Budget,YTD,2011-12-31,L&I: Board of Review,27,,2,2012,27
Board of Revision of Taxes,296315.0,2012,Target Budget,YTD,2011-12-31,Board of Revision of Taxes,63,BRT,2,2012,63
City Commissioners (Election Board),4833232.0,2012,Target Budget,YTD,2011-12-31,City Commissioner's Office,73,City Commissioners,2,2012,73
City Council,7524486.0,2012,Target Budget,YTD,2011-12-31,City Council,01,,2,2012,01
City Planning Commission,1011301.0,2012,Target Budget,YTD,2011-12-31,City Planning Commission,51,,2,2012,51
City Representative,303470.0,2012,Target Budget,YTD,2011-12-31,Office of the City Representative,41,City Rep,2,2012,41
City Treasurer,479974.0,2012,Target Budget,YTD,2011-12-31,Office of the City Treasurer,40,City Treasurer,2,2012,40
Civil Service Commission,95180.0,2012,Target Budget,YTD,2011-12-31,Civil Service Commission,55,,2,2012,55
Commerce,1065275.0,2012,Target Budget,YTD,2011-12-31,Office of the Director of Commerce,42,Commerce,2,2012,42
Commerce-Economic Stimulus,0.0,2012,Target Budget,YTD,2011-12-31,Commerce: Economic Stimulus,42-ES,,2,2012,42
Community College Subsidy,25409207.0,2012,Target Budget,YTD,2011-12-31,Finance: Community College Subsidy,35-CC,,2,2012,35
Convention Center Subsidy,15000000.0,2012,Target Budget,YTD,2011-12-31,Commerce: Convention Center Subsidy,42-CC,,2,2012,42
District Attorney,15284666.0,2012,Target Budget,YTD,2011-12-31,District Attorney's Office,69,DAO,2,2012,69
Finance,8705616.0,2012,Target Budget,YTD,2011-12-31,Office of the Director of Finance,35,Finance,2,2012,35
Finance Contribution to the School District,0.0,2012,Target Budget,YTD,2011-12-31,Finance: School District Contribution,35-SD,,2,2012,35
Finance Employee Benefits,316054839.0,2012,Target Budget,YTD,2011-12-31,Finance: Employee Benefits,35-EB,Employee Benefits,2,2012,35
Employee Benefits: Employee Disability,31567367.0,2012,Target Budget,YTD,2011-12-31,Employee Benefits: Employee Disability,35-EB-DIS,,2,2012,35
Employee Benefits: FICA,33283318.0,2012,Target Budget,YTD,2011-12-31,Employee Benefits: FICA,35-EB-FICA,,2,2012,35
Employee Benefits: Flex Cash Payments,751360.0,2012,Target Budget,YTD,2011-12-31,Employee Benefits: Flex Cash Payments,35-EB-FLEX,,2,2012,35
Employee Benefits: Group Legal,1904232.0,2012,Target Budget,YTD,2011-12-31,Employee Benefits: Group Legal,35-EB-GL,,2,2012,35
Employee Benefits: Group Life Insurance,3377392.0,2012,Target Budget,YTD,2011-12-31,Employee Benefits: Group Life Insurance,35-EB-GLI,,2,2012,35
Employee Benefits: Health / Medical,162591234.0,2012,Target Budget,YTD,2011-12-31,Employee Benefits: Health/Medical,35-EB-HM,,2,2012,35
Employee Benefits: Pension,70009388.0,2012,Target Budget,YTD,2011-12-31,Employee Benefits: Pension,35-EB-PEN,,2,2012,35
Employee Benefits: Pension Obligation Bonds,11325532.0,2012,Target Budget,YTD,2011-12-31,Employee Benefits: Pension Obligation Bonds,35-EB-POB,,2,2012,35
Employee Benefits: Tool Allowance,91825.0,2012,Target Budget,YTD,2011-12-31,Employee Benefits: Tool Allowance,35-EB-TA,,2,2012,35
Employee Benefits: Unemployment Compensation,1153191.0,2012,Target Budget,YTD,2011-12-31,Employee Benefits: Unemployment Compensation,35-EB-UC,,2,2012,35
Employee Benefits: Anticipated Workforce Savings (1),0.0,2012,Target Budget,YTD,2011-12-31,Employee Benefits: Anticipated Workforce Savings,35-EB-AWS,,2,2012,35
Finance PGW Rental Reimbursement,0.0,2012,Target Budget,YTD,2011-12-31,Finance: PGW Reimbursement,35-PGW,,2,2012,35
Fire,88212099.0,2012,Target Budget,YTD,2011-12-31,Fire Department,13,Fire,2,2012,13
First Judicial District,52319925.0,2012,Target Budget,YTD,2011-12-31,First Judicial District,84,FJD,2,2012,84
Fleet Management,25899670.0,2012,Target Budget,YTD,2011-12-31,Office of Fleet Management,25,Fleet,2,2012,25
Fleet Management Vehicle Purchases,1604010.0,2012,Target Budget,YTD,2011-12-31,Fleet: Vehicle Lease/Purchases,25-V,,2,2012,25
Free Library,16621989.0,2012,Target Budget,YTD,2011-12-31,The Free Library of Philadelphia,52,Free Library,2,2012,52
Historical Commission,180261.0,2012,Target Budget,YTD,2011-12-31,Historical Commission,32,,2,2012,32
Hero Award,25000.0,2012,Target Budget,YTD,2011-12-31,Finance: Hero Scholarship Awards,35-HA,,2,2012,35
Human Relations Commission,969718.0,2012,Target Budget,YTD,2011-12-31,Commission on Human Relations,54,Human Relations,2,2012,54
Human Services,6029888.0,2012,Target Budget,YTD,2011-12-31,Department of Human Services,22,DHS,2,2012,22
Indemnities,18548817.0,2012,Target Budget,YTD,2011-12-31,Finance: Indemnities,35-IN,,2,2012,35
Law,7202481.0,2012,Target Budget,YTD,2011-12-31,Law Department,44,Law,2,2012,44
Legal Services icl. Defender Association,37566187.0,2012,Target Budget,YTD,2011-12-31,MDO: Legal Services,10-LS,,2,2012,10
