dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,dept_code,abbreviation,report_quarter,report_fiscal_year,dept_major_code
Mayor's Office of Comm. Svcs.,Total,68,0,2012,Actual,YTD,2011-09-30,68,Mayor's Office of Community Empowerment and Opportunity,08,CEO,1,2012,08
Mayor's Office of Transportation,Total,10,0,2012,Actual,YTD,2011-09-30,10,Mayor's Office of Transportation and Utilities,46,,1,2012,46
Mural Arts Program,Total,11,0,2012,Actual,YTD,2011-09-30,11,Mural Arts Program,50,Mural Arts,1,2012,50
Off. of Behavioral Hith/Mental Retard. Svcs.,Total,256,0,2012,Actual,YTD,2011-09-30,256,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,1,2012,15
Office of Human Resources,Total,73,0,2012,Actual,YTD,2011-09-30,73,Office of Human Resources,56,OHR,1,2012,56
Office of Innovation and Technology,Total,321,0,2012,Actual,YTD,2011-09-30,321,Office of Innovation and Technology,04,OIT,1,2012,04
Off.of Supportive Housing,Total,162,0,2012,Actual,YTD,2011-09-30,162,Office of Homeless Services,24,OHS,1,2012,24
Office of Housing and Community Develop.,Total,63,0,2012,Actual,YTD,2011-09-30,63,Office of Housing and Community Development,06,,1,2012,06
Parks and Recreation,Total,604,0,2012,Actual,YTD,2011-09-30,604,Department of Parks and Recreation,16,Parks & Recreation,1,2012,16
Prisons,Total,2168,0,2012,Actual,YTD,2011-09-30,2168,Philadelphia Prison System,23,Prisons,1,2012,23
Procurement,Total,47,0,2012,Actual,YTD,2011-09-30,47,Procurement Department,38,Procurement,1,2012,38
Public Health,Total,889,0,2012,Actual,YTD,2011-09-30,889,Department of Public Health,14,Public Health,1,2012,14
Public Property,Total,126,0,2012,Actual,YTD,2011-09-30,126,Department of Public Property,20,Public Property,1,2012,20
Records,Total,61,0,2012,Actual,YTD,2011-09-30,61,Department of Records,31,Records,1,2012,31
Register of Wills,Total,64,0,2012,Actual,YTD,2011-09-30,64,Register of Wills,68,,1,2012,68
Revenue,Total,518,0,2012,Actual,YTD,2011-09-30,518,Department of Revenue,36,Revenue,1,2012,36
Sheriff,Total,226,0,2012,Actual,YTD,2011-09-30,226,Office of the Sheriff,70,Sheriff,1,2012,70
Streets,Total,519,0,2012,Actual,YTD,2011-09-30,519,Streets Department,12,Streets,1,2012,12
Streets Sanitation,Total,1150,0,2012,Actual,YTD,2011-09-30,1150,Streets: Sanitation,12-S,,1,2012,12
Water,Total,1643,0,2012,Actual,YTD,2011-09-30,1643,Water Department,28,Water,1,2012,28
Youth Commission,Total,1,0,2012,Actual,YTD,2011-09-30,1,Youth Commission,47,,1,2012,47
Zoning Board of Adjustment,Total,5,0,2012,Actual,YTD,2011-09-30,5,Zoning Board of Adjustments,30,ZBA,1,2012,30
Zoning Code Commission,Total,2,0,2012,Actual,YTD,2011-09-30,2,Zoning Code Commission,57,,1,2012,57
Police,General,788,6405,2012,Actual,YTD,2011-09-30,7193,Police Department,11,Police,1,2012,11
Police,Other,11,154,2012,Actual,YTD,2011-09-30,165,Police Department,11,Police,1,2012,11
Police,Total,799,6559,2012,Actual,YTD,2011-09-30,7358,Police Department,11,Police,1,2012,11
Fire,General,2025,102,2012,Actual,YTD,2011-09-30,2127,Fire Department,13,Fire,1,2012,13
Fire,Other,69,3,2012,Actual,YTD,2011-09-30,72,Fire Department,13,Fire,1,2012,13
Fire,Total,2094,105,2012,Actual,YTD,2011-09-30,2199,Fire Department,13,Fire,1,2012,13
District Attorney,General,389,14,2012,Actual,YTD,2011-09-30,403,District Attorney's Office,69,DAO,1,2012,69
District Attorney,Other,101,8,2012,Actual,YTD,2011-09-30,109,District Attorney's Office,69,DAO,1,2012,69
District Attorney,Total,490,22,2012,Actual,YTD,2011-09-30,512,District Attorney's Office,69,DAO,1,2012,69
Atwater Kent Museum,General,4,0,2010,Actual,Full Year,2010-06-30,4,Atwater Kent Museum,18,Atwater Kent,4,2011,18
Auditing (City Controller's Office),General,120,0,2010,Actual,Full Year,2010-06-30,120,City Controller's Office,61,,4,2011,61
Board of Building Standards,General,1,0,2010,Actual,Full Year,2010-06-30,1,L&I: Board of Building and Standards,29,,4,2011,29
Board of Ethics,General,7,0,2010,Actual,Full Year,2010-06-30,7,Board of Ethics,45,,4,2011,45
Board of L & I Review,General,2,0,2010,Actual,Full Year,2010-06-30,2,L&I: Board of Review,27,,4,2011,27
Board of Pensions,General,0,0,2010,Actual,Full Year,2010-06-30,0,Board of Pensions,53,Pensions,4,2011,53
Board of Revision of Taxes,General,112,0,2010,Actual,Full Year,2010-06-30,112,Board of Revision of Taxes,63,BRT,4,2011,63
Camp William Penn,General,1,0,2010,Actual,Full Year,2010-06-30,1,Camp William Penn,19,,4,2011,19
City Commissioners (Election Board),General,102,0,2010,Actual,Full Year,2010-06-30,102,City Commissioner's Office,73,City Commissioners,4,2011,73
City Council,General,176,0,2010,Actual,Full Year,2010-06-30,176,City Council,01,,4,2011,01
City Planning Commission,General,40,0,2010,Actual,Full Year,2010-06-30,40,City Planning Commission,51,,4,2011,51
City Representative,General,7,0,2010,Actual,Full Year,2010-06-30,7,Office of the City Representative,41,City Rep,4,2011,41
City Treasurer,General,11,0,2010,Actual,Full Year,2010-06-30,11,Office of the City Treasurer,40,City Treasurer,4,2011,40
Civil Service Commission,General,2,0,2010,Actual,Full Year,2010-06-30,2,Civil Service Commission,55,,4,2011,55
Clerk of Quarter Sessions,General,106,0,2010,Actual,Full Year,2010-06-30,106,Clerk of Quarter Sessions,64,,4,2011,64
Commerce,General,24,0,2010,Actual,Full Year,2010-06-30,24,Office of the Director of Commerce,42,Commerce,4,2011,42
Division of Technology,General,174,0,2010,Actual,Full Year,2010-06-30,174,Office of Innovation and Technology,04,OIT,4,2011,04
Fairmount Park,General,155,0,2010,Actual,Full Year,2010-06-30,155,Fairmount Park Commission,17,,4,2011,17
Finance,General,141,0,2010,Actual,Full Year,2010-06-30,141,Office of the Director of Finance,35,Finance,4,2011,35
First Judicial District,General,1756,0,2010,Actual,Full Year,2010-06-30,1756,First Judicial District,84,FJD,4,2011,84
Fleet Management,General,292,0,2010,Actual,Full Year,2010-06-30,292,Office of Fleet Management,25,Fleet,4,2011,25
Free Library,General,602,0,2010,Actual,Full Year,2010-06-30,602,The Free Library of Philadelphia,52,Free Library,4,2011,52
Historical Commission,General,6,0,2010,Actual,Full Year,2010-06-30,6,Historical Commission,32,,4,2011,32
Human Relations Commission,General,33,0,2010,Actual,Full Year,2010-06-30,33,Commission on Human Relations,54,Human Relations,4,2011,54
Human Services,General,1751,0,2010,Actual,Full Year,2010-06-30,1751,Department of Human Services,22,DHS,4,2011,22
"Labor Relations, Mayor's Office of",General,7,0,2010,Actual,Full Year,2010-06-30,7,Labor,03,,4,2011,03
Law,General,176,0,2010,Actual,Full Year,2010-06-30,176,Law Department,44,Law,4,2011,44
Licenses & Inspections,General,305,0,2010,Actual,Full Year,2010-06-30,305,Department of Licenses and Inspections,26,L&I,4,2011,26
Managing Director (MDO),General,112,0,2010,Actual,Full Year,2010-06-30,112,Managing Director's Office,10,MDO,4,2011,10
Mayor,General,38,0,2010,Actual,Full Year,2010-06-30,38,Mayor's Office,05,Mayor,4,2011,05
Mayor - Office of Arts and Culture,General,2,0,2010,Actual,Full Year,2010-06-30,2,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,4,2011,58
Mayor - Office of the Inspector General,General,15,0,2010,Actual,Full Year,2010-06-30,15,Office of the Inspector General,48,OIG,4,2011,48
Mayor's Office of Comm. Svcs.,General,0,0,2010,Actual,Full Year,2010-06-30,0,Mayor's Office of Community Empowerment and Opportunity,08,CEO,4,2011,08
Mayor's Office of Transportation,General,8,0,2010,Actual,Full Year,2010-06-30,8,Mayor's Office of Transportation and Utilities,46,,4,2011,46
Mural Arts Program,General,12,0,2010,Actual,Full Year,2010-06-30,12,Mural Arts Program,50,Mural Arts,4,2011,50
Off. of Behavioral Hlth/Mental Retard. Svcs.,General,22,0,2010,Actual,Full Year,2010-06-30,22,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,4,2011,15
Office of Human Resources,General,53,0,2010,Actual,Full Year,2010-06-30,53,Office of Human Resources,56,OHR,4,2011,56
Off. of Supportive Housing,General,124,0,2010,Actual,Full Year,2010-06-30,124,Office of Homeless Services,24,OHS,4,2011,24
Office of Housing and Community Develop.,General,0,0,2010,Actual,Full Year,2010-06-30,0,Office of Housing and Community Development,06,,4,2011,06
Parks and Recreation,General,435,0,2010,Actual,Full Year,2010-06-30,435,Department of Parks and Recreation,16,Parks & Recreation,4,2011,16
Prisons,General,2254,0,2010,Actual,Full Year,2010-06-30,2254,Philadelphia Prison System,23,Prisons,4,2011,23
Procurement,General,46,0,2010,Actual,Full Year,2010-06-30,46,Procurement Department,38,Procurement,4,2011,38
Public Health,General,662,0,2010,Actual,Full Year,2010-06-30,662,Department of Public Health,14,Public Health,4,2011,14
Public Property,General,123,0,2010,Actual,Full Year,2010-06-30,123,Department of Public Property,20,Public Property,4,2011,20
Records,General,59,0,2010,Actual,Full Year,2010-06-30,59,Department of Records,31,Records,4,2011,31
Register of Wills,General,63,0,2010,Actual,Full Year,2010-06-30,63,Register of Wills,68,,4,2011,68
Revenue,General,250,0,2010,Actual,Full Year,2010-06-30,250,Department of Revenue,36,Revenue,4,2011,36
Sheriff,General,230,0,2010,Actual,Full Year,2010-06-30,230,Office of the Sheriff,70,Sheriff,4,2011,70
Streets,General,523,0,2010,Actual,Full Year,2010-06-30,523,Streets Department,12,Streets,4,2011,12
Streets Sanitation,General,1170,0,2010,Actual,Full Year,2010-06-30,1170,Streets: Sanitation,12-S,,4,2011,12
Water,General,0,0,2010,Actual,Full Year,2010-06-30,0,Water Department,28,Water,4,2011,28
Youth Commission,General,1,0,2010,Actual,Full Year,2010-06-30,1,Youth Commission,47,,4,2011,47
Zoning Board of Adjustment,General,5,0,2010,Actual,Full Year,2010-06-30,5,Zoning Board of Adjustments,30,ZBA,4,2011,30
Zoning Code Commission,General,2,0,2010,Actual,Full Year,2010-06-30,2,Zoning Code Commission,57,,4,2011,57
Atwater Kent Museum,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Atwater Kent Museum,18,Atwater Kent,4,2011,18
Auditing (City Controller's Office),Other,0,0,2010,Actual,Full Year,2010-06-30,0,City Controller's Office,61,,4,2011,61
Board of Building Standards,Other,0,0,2010,Actual,Full Year,2010-06-30,0,L&I: Board of Building and Standards,29,,4,2011,29
Board of Ethics,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Board of Ethics,45,,4,2011,45
Board of L & I Review,Other,0,0,2010,Actual,Full Year,2010-06-30,0,L&I: Board of Review,27,,4,2011,27
Board of Pensions,Other,67,0,2010,Actual,Full Year,2010-06-30,67,Board of Pensions,53,Pensions,4,2011,53
Board of Revision of Taxes,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Board of Revision of Taxes,63,BRT,4,2011,63
Camp William Penn,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Camp William Penn,19,,4,2011,19
City Commissioners (Election Board),Other,0,0,2010,Actual,Full Year,2010-06-30,0,City Commissioner's Office,73,City Commissioners,4,2011,73
City Council,Other,0,0,2010,Actual,Full Year,2010-06-30,0,City Council,01,,4,2011,01
City Planning Commission,Other,4,0,2010,Actual,Full Year,2010-06-30,4,City Planning Commission,51,,4,2011,51
City Representative,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Office of the City Representative,41,City Rep,4,2011,41
City Treasurer,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Office of the City Treasurer,40,City Treasurer,4,2011,40
Civil Service Commission,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Civil Service Commission,55,,4,2011,55
Clerk of Quarter Sessions,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Clerk of Quarter Sessions,64,,4,2011,64
Commerce,Other,729,0,2010,Actual,Full Year,2010-06-30,729,Office of the Director of Commerce,42,Commerce,4,2011,42
Division of Technology,Other,16,0,2010,Actual,Full Year,2010-06-30,16,Office of Innovation and Technology,04,OIT,4,2011,04
Fairmount Park,Other,2,0,2010,Actual,Full Year,2010-06-30,2,Fairmount Park Commission,17,,4,2011,17
Finance,Other,4,0,2010,Actual,Full Year,2010-06-30,4,Office of the Director of Finance,35,Finance,4,2011,35
First Judicial District,Other,548,0,2010,Actual,Full Year,2010-06-30,548,First Judicial District,84,FJD,4,2011,84
Fleet Management,Other,60,0,2010,Actual,Full Year,2010-06-30,60,Office of Fleet Management,25,Fleet,4,2011,25
Free Library,Other,76,0,2010,Actual,Full Year,2010-06-30,76,The Free Library of Philadelphia,52,Free Library,4,2011,52
Historical Commission,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Historical Commission,32,,4,2011,32
Human Relations Commission,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Commission on Human Relations,54,Human Relations,4,2011,54
Human Services,Other,52,0,2010,Actual,Full Year,2010-06-30,52,Department of Human Services,22,DHS,4,2011,22
"Labor Relations, Mayor's Office of",Other,0,0,2010,Actual,Full Year,2010-06-30,0,Labor,03,,4,2011,03
Law,Other,60,0,2010,Actual,Full Year,2010-06-30,60,Law Department,44,Law,4,2011,44
Licenses & Inspections,Other,11,0,2010,Actual,Full Year,2010-06-30,11,Department of Licenses and Inspections,26,L&I,4,2011,26
Managing Director (MDO),Other,15,0,2010,Actual,Full Year,2010-06-30,15,Managing Director's Office,10,MDO,4,2011,10
Mayor,Other,3,0,2010,Actual,Full Year,2010-06-30,3,Mayor's Office,05,Mayor,4,2011,05
Mayor - Office of Arts and Culture,Other,0,0,2010,Actual,Full Year,2010-06-30,0,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,4,2011,58
Mayor - Office of the Inspector General,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Office of the Inspector General,48,OIG,4,2011,48
Mayor's Office of Comm. Svcs.,Other,75,0,2010,Actual,Full Year,2010-06-30,75,Mayor's Office of Community Empowerment and Opportunity,08,CEO,4,2011,08
Mayor's Office of Transportation,Other,1,0,2010,Actual,Full Year,2010-06-30,1,Mayor's Office of Transportation and Utilities,46,,4,2011,46
Mural Arts Program,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Mural Arts Program,50,Mural Arts,4,2011,50
Off. of Behavioral Hlth/Mental Retard. Svcs.,Other,236,0,2010,Actual,Full Year,2010-06-30,236,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,4,2011,15
Office of Human Resources,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Office of Human Resources,56,OHR,4,2011,56
Off. of Supportive Housing,Other,44,0,2010,Actual,Full Year,2010-06-30,44,Office of Homeless Services,24,OHS,4,2011,24
Office of Housing and Community Develop.,Other,74,0,2010,Actual,Full Year,2010-06-30,74,Office of Housing and Community Development,06,,4,2011,06
Parks and Recreation,Other,21,0,2010,Actual,Full Year,2010-06-30,21,Department of Parks and Recreation,16,Parks & Recreation,4,2011,16
Prisons,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Philadelphia Prison System,23,Prisons,4,2011,23
Procurement,Other,2,0,2010,Actual,Full Year,2010-06-30,2,Procurement Department,38,Procurement,4,2011,38
Public Health,Other,213,0,2010,Actual,Full Year,2010-06-30,213,Department of Public Health,14,Public Health,4,2011,14
Public Property,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Department of Public Property,20,Public Property,4,2011,20
Records,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Department of Records,31,Records,4,2011,31
Register of Wills,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Register of Wills,68,,4,2011,68
Revenue,Other,236,0,2010,Actual,Full Year,2010-06-30,236,Department of Revenue,36,Revenue,4,2011,36
Sheriff,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Office of the Sheriff,70,Sheriff,4,2011,70
Streets,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Streets Department,12,Streets,4,2011,12
Streets Sanitation,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Streets: Sanitation,12-S,,4,2011,12
Water,Other,1672,0,2010,Actual,Full Year,2010-06-30,1672,Water Department,28,Water,4,2011,28
Youth Commission,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Youth Commission,47,,4,2011,47
Zoning Board of Adjustment,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Zoning Board of Adjustments,30,ZBA,4,2011,30
Zoning Code Commission,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Zoning Code Commission,57,,4,2011,57
Atwater Kent Museum,Total,4,0,2010,Actual,Full Year,2010-06-30,4,Atwater Kent Museum,18,Atwater Kent,4,2011,18
Auditing (City Controller's Office),Total,120,0,2010,Actual,Full Year,2010-06-30,120,City Controller's Office,61,,4,2011,61
Board of Building Standards,Total,1,0,2010,Actual,Full Year,2010-06-30,1,L&I: Board of Building and Standards,29,,4,2011,29
Board of Ethics,Total,7,0,2010,Actual,Full Year,2010-06-30,7,Board of Ethics,45,,4,2011,45
Board of L & I Review,Total,2,0,2010,Actual,Full Year,2010-06-30,2,L&I: Board of Review,27,,4,2011,27
Board of Pensions,Total,67,0,2010,Actual,Full Year,2010-06-30,67,Board of Pensions,53,Pensions,4,2011,53
Board of Revision of Taxes,Total,112,0,2010,Actual,Full Year,2010-06-30,112,Board of Revision of Taxes,63,BRT,4,2011,63
Camp William Penn,Total,1,0,2010,Actual,Full Year,2010-06-30,1,Camp William Penn,19,,4,2011,19
City Commissioners (Election Board),Total,102,0,2010,Actual,Full Year,2010-06-30,102,City Commissioner's Office,73,City Commissioners,4,2011,73
City Council,Total,176,0,2010,Actual,Full Year,2010-06-30,176,City Council,01,,4,2011,01
City Planning Commission,Total,44,0,2010,Actual,Full Year,2010-06-30,44,City Planning Commission,51,,4,2011,51
City Representative,Total,7,0,2010,Actual,Full Year,2010-06-30,7,Office of the City Representative,41,City Rep,4,2011,41
City Treasurer,Total,11,0,2010,Actual,Full Year,2010-06-30,11,Office of the City Treasurer,40,City Treasurer,4,2011,40
Civil Service Commission,Total,2,0,2010,Actual,Full Year,2010-06-30,2,Civil Service Commission,55,,4,2011,55
Clerk of Quarter Sessions,Total,106,0,2010,Actual,Full Year,2010-06-30,106,Clerk of Quarter Sessions,64,,4,2011,64
Commerce,Total,753,0,2010,Actual,Full Year,2010-06-30,753,Office of the Director of Commerce,42,Commerce,4,2011,42
Division of Technology,Total,190,0,2010,Actual,Full Year,2010-06-30,190,Office of Innovation and Technology,04,OIT,4,2011,04
Fairmount Park,Total,157,0,2010,Actual,Full Year,2010-06-30,157,Fairmount Park Commission,17,,4,2011,17
Finance,Total,145,0,2010,Actual,Full Year,2010-06-30,145,Office of the Director of Finance,35,Finance,4,2011,35
First Judicial District,Total,2304,0,2010,Actual,Full Year,2010-06-30,2304,First Judicial District,84,FJD,4,2011,84
Fleet Management,Total,352,0,2010,Actual,Full Year,2010-06-30,352,Office of Fleet Management,25,Fleet,4,2011,25
Free Library,Total,678,0,2010,Actual,Full Year,2010-06-30,678,The Free Library of Philadelphia,52,Free Library,4,2011,52
Historical Commission,Total,6,0,2010,Actual,Full Year,2010-06-30,6,Historical Commission,32,,4,2011,32
Human Relations Commission,Total,33,0,2010,Actual,Full Year,2010-06-30,33,Commission on Human Relations,54,Human Relations,4,2011,54
Human Services,Total,1803,0,2010,Actual,Full Year,2010-06-30,1803,Department of Human Services,22,DHS,4,2011,22
"Labor Relations, Mayor's Office of",Total,7,0,2010,Actual,Full Year,2010-06-30,7,Labor,03,,4,2011,03
Law,Total,236,0,2010,Actual,Full Year,2010-06-30,236,Law Department,44,Law,4,2011,44
Licenses & Inspections,Total,316,0,2010,Actual,Full Year,2010-06-30,316,Department of Licenses and Inspections,26,L&I,4,2011,26
Managing Director (MDO),Total,127,0,2010,Actual,Full Year,2010-06-30,127,Managing Director's Office,10,MDO,4,2011,10
Mayor,Total,41,0,2010,Actual,Full Year,2010-06-30,41,Mayor's Office,05,Mayor,4,2011,05
Mayor - Office of Arts and Culture,Total,2,0,2010,Actual,Full Year,2010-06-30,2,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,4,2011,58
