category,fiscal_month,amount,fiscal_year,quarter,month
Community Development,5,-6.2,2008,2,11
Vehicle Rental Tax,5,4.8,2008,2,11
Other Funds,5,15.8,2008,2,11
Total Operating Funds,5,266.3,2008,2,11
Capital Improvement,5,137.4,2008,2,11
Industrial and Commercial Development,5,4.1,2008,2,11
Total Capital Funds,5,141.5,2008,2,11
Consolidated Cash,5,407.8,2008,2,11
General Fund,6,94.0,2008,2,12
Grants Fund,6,48.3,2008,2,12
Community Development,6,-4.6,2008,2,12
Vehicle Rental Tax,6,5.2,2008,2,12
Other Funds,6,11.0,2008,2,12
Total Operating Funds,6,153.9,2008,2,12
Capital Improvement,6,128.9,2008,2,12
Industrial and Commercial Development,6,4.1,2008,2,12
Total Capital Funds,6,133.0,2008,2,12
Consolidated Cash,6,286.9,2008,2,12
General Fund,7,60.7,2008,2,1
Grants Fund,7,61.8,2008,2,1
Community Development,7,-7.4,2008,2,1
Vehicle Rental Tax,7,5.6,2008,2,1
Other Funds,7,11.8,2008,2,1
Total Operating Funds,7,132.5,2008,2,1
Capital Improvement,7,121.1,2008,2,1
Industrial and Commercial Development,7,5.0,2008,2,1
Total Capital Funds,7,126.1,2008,2,1
Consolidated Cash,7,258.6,2008,2,1
General Fund,8,270.6,2008,2,2
Grants Fund,8,70.0,2008,2,2
Community Development,8,-7.0,2008,2,2
Vehicle Rental Tax,8,6.0,2008,2,2
Other Funds,8,9.0,2008,2,2
Total Operating Funds,8,348.6,2008,2,2
Capital Improvement,8,115.1,2008,2,2
Industrial and Commercial Development,8,5.0,2008,2,2
Total Capital Funds,8,120.1,2008,2,2
Consolidated Cash,8,468.7,2008,2,2
General Fund,9,345.7,2008,2,3
Grants Fund,9,70.0,2008,2,3
Community Development,9,-7.0,2008,2,3
Vehicle Rental Tax,9,6.4,2008,2,3
Other Funds,9,9.0,2008,2,3
Total Operating Funds,9,424.1,2008,2,3
Capital Improvement,9,109.1,2008,2,3
Industrial and Commercial Development,9,5.0,2008,2,3
Total Capital Funds,9,114.1,2008,2,3
Consolidated Cash,9,538.2,2008,2,3
General Fund,10,471.8,2008,2,4
Grants Fund,10,70.0,2008,2,4
Community Development,10,-7.0,2008,2,4
Vehicle Rental Tax,10,4.3,2008,2,4
Other Funds,10,9.0,2008,2,4
Total Operating Funds,10,548.1,2008,2,4
Capital Improvement,10,103.1,2008,2,4
Industrial and Commercial Development,10,5.0,2008,2,4
Total Capital Funds,10,108.1,2008,2,4
Consolidated Cash,10,656.2,2008,2,4
General Fund,11,397.3,2008,2,5
Grants Fund,11,70.0,2008,2,5
Community Development,11,-7.0,2008,2,5
Vehicle Rental Tax,11,4.7,2008,2,5
Other Funds,11,9.0,2008,2,5
Total Operating Funds,11,474.0,2008,2,5
Capital Improvement,11,97.1,2008,2,5
Industrial and Commercial Development,11,5.0,2008,2,5
Total Capital Funds,11,102.1,2008,2,5
Consolidated Cash,11,576.1,2008,2,5
General Fund,12,311.0,2008,2,6
Grants Fund,12,70.0,2008,2,6
Community Development,12,0.0,2008,2,6
Vehicle Rental Tax,12,5.1,2008,2,6
Other Funds,12,9.0,2008,2,6
Total Operating Funds,12,395.1,2008,2,6
Capital Improvement,12,91.1,2008,2,6
Industrial and Commercial Development,12,5.0,2008,2,6
Total Capital Funds,12,96.1,2008,2,6
Consolidated Cash,12,491.2,2008,2,6
General Fund,1,441.3,2008,1,7
Grants Fund,1,64.7,2008,1,7
Community Development,1,-15.9,2008,1,7
Vehicle Rental Tax,1,5.2,2008,1,7
Other Funds,1,8.2,2008,1,7
Total Operating Funds,1,503.5,2008,1,7
Capital Improvement,1,154.0,2008,1,7
Industrial and Commercial Development,1,4.7,2008,1,7
Total Capital Funds,1,158.7,2008,1,7
Consolidated Cash,1,662.2,2008,1,7
General Fund,2,289.8,2008,1,8
Grants Fund,2,86.5,2008,1,8
Community Development,2,-5.3,2008,1,8
Vehicle Rental Tax,2,5.7,2008,1,8
Other Funds,2,10.1,2008,1,8
Total Operating Funds,2,386.8,2008,1,8
Capital Improvement,2,148.9,2008,1,8
Industrial and Commercial Development,2,4.7,2008,1,8
Total Capital Funds,2,153.6,2008,1,8
Consolidated Cash,2,540.4,2008,1,8
General Fund,3,204.3,2008,1,9
Grants Fund,3,71.8,2008,1,9
Community Development,3,-4.7,2008,1,9
Vehicle Rental Tax,3,3.8,2008,1,9
Other Funds,3,8.8,2008,1,9
Total Operating Funds,3,284.0,2008,1,9
Capital Improvement,3,141.2,2008,1,9
Industrial and Commercial Development,3,5.0,2008,1,9
Total Capital Funds,3,146.2,2008,1,9
Consolidated Cash,3,430.2,2008,1,9
General Fund,4,244.9,2008,1,10
Grants Fund,4,82.4,2008,1,10
Community Development,4,-8.9,2008,1,10
Vehicle Rental Tax,4,4.2,2008,1,10
Other Funds,4,9.0,2008,1,10
Total Operating Funds,4,331.6,2008,1,10
Capital Improvement,4,136.2,2008,1,10
Industrial and Commercial Development,4,4.1,2008,1,10
Total Capital Funds,4,140.3,2008,1,10
Consolidated Cash,4,471.9,2008,1,10
General Fund,5,216.6,2008,1,11
Grants Fund,5,70.0,2008,1,11
Community Development,5,-7.0,2008,1,11
Vehicle Rental Tax,5,4.6,2008,1,11
Other Funds,5,9.0,2008,1,11
Total Operating Funds,5,293.2,2008,1,11
Capital Improvement,5,130.2,2008,1,11
Industrial and Commercial Development,5,5.0,2008,1,11
Total Capital Funds,5,135.2,2008,1,11
Consolidated Cash,5,428.4,2008,1,11
General Fund,6,181.3,2008,1,12
Grants Fund,6,70.0,2008,1,12
Community Development,6,-7.0,2008,1,12
Vehicle Rental Tax,6,5.0,2008,1,12
Other Funds,6,9.0,2008,1,12
Total Operating Funds,6,258.3,2008,1,12
Capital Improvement,6,124.2,2008,1,12
Industrial and Commercial Development,6,5.0,2008,1,12
Total Capital Funds,6,129.2,2008,1,12
Consolidated Cash,6,387.5,2008,1,12
General Fund,7,136.5,2008,1,1
Grants Fund,7,70.0,2008,1,1
Community Development,7,-7.0,2008,1,1
Vehicle Rental Tax,7,5.4,2008,1,1
Other Funds,7,9.0,2008,1,1
Total Operating Funds,7,213.9,2008,1,1
Capital Improvement,7,116.2,2008,1,1
Industrial and Commercial Development,7,5.0,2008,1,1
Total Capital Funds,7,121.2,2008,1,1
Consolidated Cash,7,335.1,2008,1,1
General Fund,8,348.6,2008,1,2
Grants Fund,8,70.0,2008,1,2
Community Development,8,-7.0,2008,1,2
Vehicle Rental Tax,8,5.8,2008,1,2
Other Funds,8,9.0,2008,1,2
Total Operating Funds,8,426.4,2008,1,2
Capital Improvement,8,108.2,2008,1,2
Industrial and Commercial Development,8,5.0,2008,1,2
Total Capital Funds,8,113.2,2008,1,2
Consolidated Cash,8,539.6,2008,1,2
General Fund,9,430.2,2008,1,3
Grants Fund,9,70.0,2008,1,3
Community Development,9,-7.0,2008,1,3
Vehicle Rental Tax,9,6.2,2008,1,3
Other Funds,9,9.0,2008,1,3
Total Operating Funds,9,508.4,2008,1,3
Capital Improvement,9,100.2,2008,1,3
Industrial and Commercial Development,9,5.0,2008,1,3
Total Capital Funds,9,105.2,2008,1,3
Consolidated Cash,9,613.6,2008,1,3
General Fund,10,545.7,2008,1,4
Grants Fund,10,70.0,2008,1,4
Community Development,10,-7.0,2008,1,4
Vehicle Rental Tax,10,4.1,2008,1,4
Other Funds,10,9.0,2008,1,4
Total Operating Funds,10,621.8,2008,1,4
Capital Improvement,10,92.2,2008,1,4
Industrial and Commercial Development,10,5.0,2008,1,4
Total Capital Funds,10,97.2,2008,1,4
Consolidated Cash,10,719.0,2008,1,4
General Fund,11,450.5,2008,1,5
Grants Fund,11,70.0,2008,1,5
Community Development,11,-7.0,2008,1,5
Vehicle Rental Tax,11,4.5,2008,1,5
Other Funds,11,9.0,2008,1,5
Total Operating Funds,11,527.0,2008,1,5
Capital Improvement,11,84.2,2008,1,5
Industrial and Commercial Development,11,5.0,2008,1,5
Total Capital Funds,11,89.2,2008,1,5
Consolidated Cash,11,616.2,2008,1,5
General Fund,12,384.0,2008,1,6
Grants Fund,12,70.0,2008,1,6
Community Development,12,0.0,2008,1,6
Vehicle Rental Tax,12,4.9,2008,1,6
Other Funds,12,9.0,2008,1,6
Total Operating Funds,12,467.9,2008,1,6
Capital Improvement,12,76.2,2008,1,6
Industrial and Commercial Development,12,5.0,2008,1,6
Total Capital Funds,12,81.2,2008,1,6
Consolidated Cash,12,549.1,2008,1,6
General Fund,1,308.6,2007,4,7
Grants Fund,1,150.7,2007,4,7
Community Development,1,-20.6,2007,4,7
Vehicle Rental Tax,1,5.1,2007,4,7
Other Funds,1,7.0,2007,4,7
Total Operating Funds,1,450.8,2007,4,7
Capital Improvement,1,225.0,2007,4,7
Industrial and Commercial Development,1,3.6,2007,4,7
Total Capital Funds,1,228.6,2007,4,7
Consolidated Cash,1,679.4,2007,4,7
General Fund,2,366.7,2007,4,8
Grants Fund,2,58.2,2007,4,8
Community Development,2,8.3,2007,4,8
Vehicle Rental Tax,2,5.5,2007,4,8
Other Funds,2,10.7,2007,4,8
Total Operating Funds,2,449.4,2007,4,8
Capital Improvement,2,218.8,2007,4,8
Industrial and Commercial Development,2,3.7,2007,4,8
Total Capital Funds,2,222.5,2007,4,8
Consolidated Cash,2,671.9,2007,4,8
General Fund,3,351.6,2007,4,9
Grants Fund,3,26.6,2007,4,9
Community Development,3,12.5,2007,4,9
Vehicle Rental Tax,3,5.9,2007,4,9
Other Funds,3,14.3,2007,4,9
Total Operating Funds,3,410.9,2007,4,9
Capital Improvement,3,210.7,2007,4,9
Industrial and Commercial Development,3,3.7,2007,4,9
Total Capital Funds,3,214.4,2007,4,9
Consolidated Cash,3,625.3,2007,4,9
General Fund,4,365.1,2007,4,10
Grants Fund,4,47.6,2007,4,10
Community Development,4,11.6,2007,4,10
Vehicle Rental Tax,4,3.9,2007,4,10
Other Funds,4,11.2,2007,4,10
Total Operating Funds,4,439.4,2007,4,10
Capital Improvement,4,202.0,2007,4,10
Industrial and Commercial Development,4,4.9,2007,4,10
Total Capital Funds,4,206.9,2007,4,10
Consolidated Cash,4,646.3,2007,4,10
General Fund,5,331.4,2007,4,11
Grants Fund,5,47.7,2007,4,11
Community Development,5,10.8,2007,4,11
Vehicle Rental Tax,5,4.4,2007,4,11
Other Funds,5,11.2,2007,4,11
Total Operating Funds,5,405.5,2007,4,11
Capital Improvement,5,193.7,2007,4,11
Industrial and Commercial Development,5,3.9,2007,4,11
Total Capital Funds,5,197.6,2007,4,11
Consolidated Cash,5,603.1,2007,4,11
General Fund,6,285.1,2007,4,12
Grants Fund,6,37.6,2007,4,12
Community Development,6,12.7,2007,4,12
Vehicle Rental Tax,6,4.8,2007,4,12
Other Funds,6,14.3,2007,4,12
Total Operating Funds,6,354.5,2007,4,12
Capital Improvement,6,337.3,2007,4,12
Industrial and Commercial Development,6,3.9,2007,4,12
Total Capital Funds,6,341.2,2007,4,12
Consolidated Cash,6,695.7,2007,4,12
General Fund,7,260.0,2007,4,1
Grants Fund,7,64.8,2007,4,1
Community Development,7,2.3,2007,4,1
Vehicle Rental Tax,7,5.2,2007,4,1
Other Funds,7,12.2,2007,4,1
Total Operating Funds,7,344.5,2007,4,1
Capital Improvement,7,176.1,2007,4,1
Industrial and Commercial Development,7,3.4,2007,4,1
Total Capital Funds,7,179.5,2007,4,1
Consolidated Cash,7,524.0,2007,4,1
General Fund,8,516.9,2007,4,2
Grants Fund,8,48.8,2007,4,2
Community Development,8,-0.5,2007,4,2
Vehicle Rental Tax,8,5.6,2007,4,2
Other Funds,8,12.0,2007,4,2
Total Operating Funds,8,582.8,2007,4,2
Capital Improvement,8,164.2,2007,4,2
Industrial and Commercial Development,8,4.0,2007,4,2
Total Capital Funds,8,168.2,2007,4,2
Consolidated Cash,8,751.0,2007,4,2
General Fund,9,609.5,2007,4,3
Grants Fund,9,51.2,2007,4,3
Community Development,9,-6.1,2007,4,3
Vehicle Rental Tax,9,3.4,2007,4,3
Other Funds,9,11.0,2007,4,3
Total Operating Funds,9,669.0,2007,4,3
Capital Improvement,9,189.6,2007,4,3
Industrial and Commercial Development,9,4.0,2007,4,3
Total Capital Funds,9,193.6,2007,4,3
Consolidated Cash,9,862.6,2007,4,3
General Fund,10,746.3,2007,4,4
Grants Fund,10,50.0,2007,4,4
Community Development,10,-3.0,2007,4,4
Vehicle Rental Tax,10,3.8,2007,4,4
Other Funds,10,11.0,2007,4,4
Total Operating Funds,10,808.1,2007,4,4
Capital Improvement,10,192.2,2007,4,4
Industrial and Commercial Development,10,4.0,2007,4,4
Total Capital Funds,10,196.2,2007,4,4
Consolidated Cash,10,1004.3,2007,4,4
General Fund,11,580.6,2007,4,5
Grants Fund,11,76.4,2007,4,5
Community Development,11,-6.0,2007,4,5
Vehicle Rental Tax,11,4.2,2007,4,5
Other Funds,11,10.2,2007,4,5
Total Operating Funds,11,665.4,2007,4,5
Capital Improvement,11,184.4,2007,4,5
Industrial and Commercial Development,11,4.0,2007,4,5
Total Capital Funds,11,188.4,2007,4,5
Consolidated Cash,11,853.8,2007,4,5
General Fund,12,525.7,2007,4,6
Grants Fund,12,78.9,2007,4,6
Community Development,12,0.0,2007,4,6
Vehicle Rental Tax,12,4.7,2007,4,6
Other Funds,12,15.9,2007,4,6
Total Operating Funds,12,625.2,2007,4,6
Capital Improvement,12,157.3,2007,4,6
Industrial and Commercial Development,12,4.1,2007,4,6
Total Capital Funds,12,161.4,2007,4,6
Consolidated Cash,12,786.6,2007,4,6
General Fund,1,308.6,2007,3,7
Grants Fund,1,150.7,2007,3,7
Community Development,1,-20.6,2007,3,7
Vehicle Rental Tax,1,5.1,2007,3,7
Other Funds,1,7.0,2007,3,7
Total Operating Funds,1,450.8,2007,3,7
Capital Improvement,1,225.0,2007,3,7
Industrial and Commercial Development,1,3.6,2007,3,7
Total Capital Funds,1,228.6,2007,3,7
Consolidated Cash,1,679.4,2007,3,7
General Fund,2,366.7,2007,3,8
Grants Fund,2,58.2,2007,3,8
Community Development,2,8.3,2007,3,8
Vehicle Rental Tax,2,5.5,2007,3,8
Other Funds,2,10.7,2007,3,8
Total Operating Funds,2,449.4,2007,3,8
Capital Improvement,2,218.8,2007,3,8
Industrial and Commercial Development,2,3.7,2007,3,8
Total Capital Funds,2,222.5,2007,3,8
Consolidated Cash,2,671.9,2007,3,8
General Fund,3,351.6,2007,3,9
Grants Fund,3,26.6,2007,3,9
Community Development,3,12.5,2007,3,9
Vehicle Rental Tax,3,5.9,2007,3,9
Other Funds,3,14.3,2007,3,9
Total Operating Funds,3,410.9,2007,3,9
Capital Improvement,3,210.7,2007,3,9
Industrial and Commercial Development,3,3.7,2007,3,9
Total Capital Funds,3,214.4,2007,3,9
Consolidated Cash,3,625.3,2007,3,9
General Fund,4,365.1,2007,3,10
Grants Fund,4,47.6,2007,3,10
Community Development,4,11.6,2007,3,10
Vehicle Rental Tax,4,3.9,2007,3,10
Other Funds,4,11.2,2007,3,10
Total Operating Funds,4,439.4,2007,3,10
Capital Improvement,4,202.0,2007,3,10
Industrial and Commercial Development,4,4.9,2007,3,10
Total Capital Funds,4,206.9,2007,3,10
Consolidated Cash,4,646.3,2007,3,10
General Fund,5,331.4,2007,3,11
Grants Fund,5,47.7,2007,3,11
Community Development,5,10.8,2007,3,11
Vehicle Rental Tax,5,4.4,2007,3,11
Other Funds,5,11.2,2007,3,11
Total Operating Funds,5,405.5,2007,3,11
Capital Improvement,5,193.7,2007,3,11
Industrial and Commercial Development,5,3.9,2007,3,11
Total Capital Funds,5,197.6,2007,3,11
Consolidated Cash,5,603.1,2007,3,11
General Fund,6,285.1,2007,3,12
Grants Fund,6,37.6,2007,3,12
Community Development,6,12.7,2007,3,12
Vehicle Rental Tax,6,4.8,2007,3,12
Other Funds,6,14.3,2007,3,12
Total Operating Funds,6,354.5,2007,3,12
Capital Improvement,6,187.3,2007,3,12
Industrial and Commercial Development,6,3.9,2007,3,12
Total Capital Funds,6,191.2,2007,3,12
Consolidated Cash,6,545.7,2007,3,12
General Fund,7,260.0,2007,3,1
Grants Fund,7,64.8,2007,3,1
Community Development,7,2.3,2007,3,1
Vehicle Rental Tax,7,5.2,2007,3,1
Other Funds,7,12.2,2007,3,1
Total Operating Funds,7,344.5,2007,3,1
Capital Improvement,7,176.1,2007,3,1
Industrial and Commercial Development,7,3.4,2007,3,1
Total Capital Funds,7,179.5,2007,3,1
Consolidated Cash,7,524.0,2007,3,1
General Fund,8,516.9,2007,3,2
Grants Fund,8,48.8,2007,3,2
Community Development,8,-0.5,2007,3,2
Vehicle Rental Tax,8,5.6,2007,3,2
Other Funds,8,12.0,2007,3,2
Total Operating Funds,8,582.8,2007,3,2
Capital Improvement,8,164.2,2007,3,2
Industrial and Commercial Development,8,4.0,2007,3,2
Total Capital Funds,8,168.2,2007,3,2
Consolidated Cash,8,751.0,2007,3,2
General Fund,9,609.5,2007,3,3
Grants Fund,9,51.2,2007,3,3
Community Development,9,-6.1,2007,3,3
Vehicle Rental Tax,9,3.4,2007,3,3
Other Funds,9,11.0,2007,3,3
Total Operating Funds,9,669.0,2007,3,3
Capital Improvement,9,189.6,2007,3,3
Industrial and Commercial Development,9,4.0,2007,3,3
Total Capital Funds,9,193.6,2007,3,3
Consolidated Cash,9,862.6,2007,3,3
General Fund,10,720.8,2007,3,4
Grants Fund,10,50.0,2007,3,4
Community Development,10,-3.0,2007,3,4
Vehicle Rental Tax,10,3.8,2007,3,4
Other Funds,10,11.0,2007,3,4
Total Operating Funds,10,782.6,2007,3,4
Capital Improvement,10,192.2,2007,3,4
Industrial and Commercial Development,10,4.0,2007,3,4
Total Capital Funds,10,196.2,2007,3,4
Consolidated Cash,10,978.8,2007,3,4
General Fund,11,436.1,2007,3,5
Grants Fund,11,20.0,2007,3,5
Community Development,11,-3.0,2007,3,5
Vehicle Rental Tax,11,4.2,2007,3,5
Other Funds,11,9.0,2007,3,5
Total Operating Funds,11,466.3,2007,3,5
Capital Improvement,11,186.2,2007,3,5
Industrial and Commercial Development,11,4.0,2007,3,5
Total Capital Funds,11,190.2,2007,3,5
Consolidated Cash,11,656.5,2007,3,5
General Fund,12,310.3,2007,3,6
Grants Fund,12,20.0,2007,3,6
Community Development,12,0.0,2007,3,6
Vehicle Rental Tax,12,4.6,2007,3,6
Other Funds,12,9.0,2007,3,6
Total Operating Funds,12,343.9,2007,3,6
Capital Improvement,12,180.2,2007,3,6
Industrial and Commercial Development,12,4.0,2007,3,6
Total Capital Funds,12,184.2,2007,3,6
Consolidated Cash,12,528.1,2007,3,6
General Fund,1,308.6,2007,2,7
Grants Fund,1,150.7,2007,2,7
Community Development,1,-20.6,2007,2,7
Vehicle Rental Tax,1,5.1,2007,2,7
Other Funds,1,7.0,2007,2,7
Total Operating Funds,1,450.8,2007,2,7
Capital Improvement,1,225.0,2007,2,7
Industrial and Commercial Development,1,3.6,2007,2,7
Total Capital Funds,1,228.6,2007,2,7
Consolidated Cash,1,679.4,2007,2,7
General Fund,2,366.7,2007,2,8
Grants Fund,2,58.2,2007,2,8
Community Development,2,8.3,2007,2,8
Vehicle Rental Tax,2,5.5,2007,2,8
Other Funds,2,10.7,2007,2,8
Total Operating Funds,2,449.4,2007,2,8
Capital Improvement,2,218.8,2007,2,8
Industrial and Commercial Development,2,3.7,2007,2,8
Total Capital Funds,2,222.5,2007,2,8
Consolidated Cash,2,671.9,2007,2,8
General Fund,3,351.6,2007,2,9
Grants Fund,3,26.6,2007,2,9
Community Development,3,12.5,2007,2,9
Vehicle Rental Tax,3,5.9,2007,2,9
Other Funds,3,14.3,2007,2,9
Total Operating Funds,3,410.9,2007,2,9
Capital Improvement,3,210.7,2007,2,9
Industrial and Commercial Development,3,3.7,2007,2,9
Total Capital Funds,3,214.4,2007,2,9
Consolidated Cash,3,625.3,2007,2,9
General Fund,4,365.1,2007,2,10
Grants Fund,4,47.6,2007,2,10
Community Development,4,11.6,2007,2,10
Vehicle Rental Tax,4,3.9,2007,2,10
Other Funds,4,11.2,2007,2,10
Total Operating Funds,4,439.4,2007,2,10
Capital Improvement,4,202.0,2007,2,10
Industrial and Commercial Development,4,4.9,2007,2,10
Total Capital Funds,4,206.9,2007,2,10
Consolidated Cash,4,646.3,2007,2,10
General Fund,5,331.4,2007,2,11
Grants Fund,5,47.7,2007,2,11
Community Development,5,10.8,2007,2,11
Vehicle Rental Tax,5,4.4,2007,2,11
Other Funds,5,11.2,2007,2,11
Total Operating Funds,5,405.5,2007,2,11
Capital Improvement,5,193.7,2007,2,11
Industrial and Commercial Development,5,3.9,2007,2,11
Total Capital Funds,5,197.6,2007,2,11
Consolidated Cash,5,603.1,2007,2,11
General Fund,6,285.1,2007,2,12
Grants Fund,6,37.6,2007,2,12
Community Development,6,12.7,2007,2,12
Vehicle Rental Tax,6,4.8,2007,2,12
Other Funds,6,14.3,2007,2,12
Total Operating Funds,6,354.5,2007,2,12
Capital Improvement,6,187.3,2007,2,12
Industrial and Commercial Development,6,3.9,2007,2,12
Total Capital Funds,6,191.2,2007,2,12
Consolidated Cash,6,545.7,2007,2,12
General Fund,7,257.6,2007,2,1
Grants Fund,7,100.0,2007,2,1
Community Development,7,3.0,2007,2,1
Vehicle Rental Tax,7,5.2,2007,2,1
Other Funds,7,11.0,2007,2,1
Total Operating Funds,7,376.8,2007,2,1
Capital Improvement,7,179.3,2007,2,1
Industrial and Commercial Development,7,3.4,2007,2,1
Total Capital Funds,7,182.7,2007,2,1
Consolidated Cash,7,559.5,2007,2,1
General Fund,8,402.5,2007,2,2
Grants Fund,8,85.0,2007,2,2
Community Development,8,-3.0,2007,2,2
Vehicle Rental Tax,8,5.6,2007,2,2
Other Funds,8,11.0,2007,2,2
Total Operating Funds,8,501.1,2007,2,2
Capital Improvement,8,171.3,2007,2,2
Industrial and Commercial Development,8,4.0,2007,2,2
Total Capital Funds,8,175.3,2007,2,2
Consolidated Cash,8,676.4,2007,2,2
General Fund,9,413.7,2007,2,3
Grants Fund,9,55.0,2007,2,3
Community Development,9,-3.0,2007,2,3
Vehicle Rental Tax,9,6.0,2007,2,3
Other Funds,9,11.0,2007,2,3
Total Operating Funds,9,482.7,2007,2,3
Capital Improvement,9,163.3,2007,2,3
Industrial and Commercial Development,9,4.0,2007,2,3
Total Capital Funds,9,167.3,2007,2,3
Consolidated Cash,9,650.0,2007,2,3
General Fund,10,545.3,2007,2,4
Grants Fund,10,50.0,2007,2,4
Community Development,10,-3.0,2007,2,4
Vehicle Rental Tax,10,3.5,2007,2,4
Other Funds,10,11.0,2007,2,4
Total Operating Funds,10,606.8,2007,2,4
Capital Improvement,10,155.3,2007,2,4
Industrial and Commercial Development,10,4.0,2007,2,4
Total Capital Funds,10,159.3,2007,2,4
Consolidated Cash,10,766.1,2007,2,4
General Fund,11,306.8,2007,2,5
Grants Fund,11,20.0,2007,2,5
Community Development,11,-3.0,2007,2,5
Vehicle Rental Tax,11,3.9,2007,2,5
Other Funds,11,9.0,2007,2,5
Total Operating Funds,11,336.7,2007,2,5
Capital Improvement,11,147.3,2007,2,5
Industrial and Commercial Development,11,4.0,2007,2,5
Total Capital Funds,11,151.3,2007,2,5
Consolidated Cash,11,488.0,2007,2,5
General Fund,12,274.2,2007,2,6
Grants Fund,12,20.0,2007,2,6
Community Development,12,0.0,2007,2,6
Vehicle Rental Tax,12,4.3,2007,2,6
Other Funds,12,9.0,2007,2,6
Total Operating Funds,12,307.5,2007,2,6
Capital Improvement,12,139.3,2007,2,6
Industrial and Commercial Development,12,4.0,2007,2,6
Total Capital Funds,12,143.3,2007,2,6
Consolidated Cash,12,450.8,2007,2,6
General Fund,1,308.6,2007,1,7
Grants Fund,1,150.7,2007,1,7
Community Development,1,-20.6,2007,1,7
Vehicle Rental Tax,1,5.1,2007,1,7
Other Funds,1,7.0,2007,1,7
Total Operating Funds,1,450.8,2007,1,7
Capital Improvement,1,225.0,2007,1,7
Industrial and Commercial Development,1,3.6,2007,1,7
Total Capital Funds,1,228.6,2007,1,7
Consolidated Cash,1,679.4,2007,1,7
General Fund,2,366.7,2007,1,8
Grants Fund,2,58.2,2007,1,8
Community Development,2,8.3,2007,1,8
Vehicle Rental Tax,2,5.5,2007,1,8
Other Funds,2,10.7,2007,1,8
Total Operating Funds,2,449.4,2007,1,8
Capital Improvement,2,218.8,2007,1,8
Industrial and Commercial Development,2,3.7,2007,1,8
Total Capital Funds,2,222.5,2007,1,8
Consolidated Cash,2,671.9,2007,1,8
General Fund,3,351.6,2007,1,9
Grants Fund,3,26.6,2007,1,9
Community Development,3,12.5,2007,1,9
Vehicle Rental Tax,3,5.9,2007,1,9
Other Funds,3,14.3,2007,1,9
Total Operating Funds,3,410.9,2007,1,9
